# slope intercept sigma lnLike
3.572473046499918148e+00 2.528604008332052899e+00 8.942895053105139047e-02 -2.741600042610223831e+00
3.493333398269175660e+00 2.737415463360216794e+00 5.371224410871788119e-02 -1.656584554693065536e+00
3.722676652087094418e+00 2.283340731580274507e+00 2.427147225080874410e-02 -2.684460762120104871e+00
3.628477173576539538e+00 2.486539716434972735e+00 5.743839976798455205e-03 -2.537944278663539333e+00
3.584178383884124131e+00 2.565329425480869396e+00 1.248073095190808772e-02 -1.594746883746589905e+00
3.611296015869957188e+00 2.448497670537972848e+00 2.125160462834711425e-02 -1.222223237556054443e+00
3.528789122653555932e+00 2.607582375846473788e+00 1.886482876263884112e-02 -2.270381336687817608e+00
3.491937510560178648e+00 2.704053163884156952e+00 9.071703282294601295e-03 -1.592678098276075760e+00
3.513283777770498162e+00 2.668143445630025923e+00 2.629871226481005075e-02 -1.124478854932072336e+00
3.635281358930597673e+00 2.408069830167453684e+00 2.904412390780403141e-03 -8.329256529127835318e-01
3.479194308597655994e+00 2.715087259129458808e+00 3.895429330921978961e-02 -2.609929717544415606e+00
3.800264121793762051e+00 2.067321903826777607e+00 7.957639511505083807e-02 -4.446130518674431542e+00
3.605846038386260055e+00 2.503355427557790058e+00 9.318743178295144092e-02 -2.380236703367978546e+00
3.423939497778343721e+00 2.890974808178022215e+00 1.149020988886232109e-01 -4.267445700942606557e+00
3.538091113053534187e+00 2.600124935421790795e+00 7.488617185833754998e-03 -1.430349331880179653e+00
3.663158400060667841e+00 2.374708450483501654e+00 3.273561715291273266e-02 -8.983860880715289765e-01
3.468411481192656076e+00 2.739105929091770975e+00 6.918637331183437322e-02 -2.986771632411888255e+00
3.554472592600091296e+00 2.587420442252355457e+00 3.641337936220069571e-02 -7.890570940860109905e-01
3.518851541141202688e+00 2.703744104097120182e+00 2.093841782707355284e-02 -2.272428689812158620e+00
3.494729175463308302e+00 2.734763666194120368e+00 2.718828247191917846e-02 -1.564568587891237428e+00
3.843299403514222501e+00 2.017245692735397000e+00 5.956729701379068209e-02 -4.816523313036291221e+00
3.477219321109911387e+00 2.709524831515049303e+00 1.553668422723769940e-02 -3.311498543168707176e+00
3.515856149238179018e+00 2.684018044072112641e+00 7.214073545600274695e-02 -1.595713836212854453e+00
3.678865599223725358e+00 2.313254775494105964e+00 1.091861114744898179e-02 -1.293687718408731424e+00
3.399491901660538051e+00 2.897207123337569357e+00 5.714691929622716521e-02 -3.341601210339492312e+00
3.594398027493252101e+00 2.515286920152727035e+00 6.935726557353037725e-02 -1.289473941522331968e+00
3.688223576716294971e+00 2.328713069309827688e+00 5.036805162293896306e-03 -1.041343769201427794e+00
3.565332924533560544e+00 2.566412336455953902e+00 9.726387789308771348e-02 -2.390750248508973108e+00
3.567382294886277005e+00 2.568347839096144281e+00 7.367853463956627186e-03 -5.712742191170893102e-01
3.623642357595430408e+00 2.429587150079805191e+00 1.376366284944394863e-02 -9.139792349792015269e-01
3.622281319572830949e+00 2.468879715255318796e+00 4.393856361592198001e-02 -9.991104061278961446e-01
3.553605762079054209e+00 2.594897478243596289e+00 6.129424245514022290e-02 -1.108698639037881462e+00
3.586022976621361824e+00 2.558537073982293020e+00 3.904340529613446742e-02 -1.504142097927264388e+00
3.623685665112247545e+00 2.431682533198215257e+00 3.905665432592451969e-02 -1.050990971506722049e+00
3.606507110701925534e+00 2.469721741191134079e+00 2.469727465380649328e-02 -7.900816525183556038e-01
3.577998203190801974e+00 2.550887757770746500e+00 6.919785820798189657e-02 -1.277130127482181798e+00
3.633436118022926209e+00 2.417950268929437652e+00 4.918277461678168330e-03 -6.628162856221785360e-01
3.663433134716171047e+00 2.387053875816754545e+00 3.026846124595677923e-02 -1.163623719721839977e+00
3.480497205655062487e+00 2.736802402611298035e+00 9.217007951488477568e-02 -2.566904569527521662e+00
3.537276512833424036e+00 2.639069330002838054e+00 8.160333793013854753e-02 -1.753089944983034609e+00
3.567707396910847706e+00 2.559145502346663825e+00 4.769773761025181136e-02 -8.805222043723575087e-01
3.707275514738415101e+00 2.288397895266353732e+00 2.992476234568132790e-02 -1.377288709351216722e+00
3.521446815984113243e+00 2.652380546322486765e+00 3.974768477807111289e-02 -1.095317594422176910e+00
3.542274688733779708e+00 2.613040601803119589e+00 1.668605698544356475e-02 -7.594399296134141109e-01
3.598266543408211504e+00 2.475634662194998725e+00 1.972393006687968992e-02 -1.201115277099897627e+00
3.501945475383655637e+00 2.692889390490631030e+00 1.218914363261536238e-02 -1.211734006497221738e+00
3.624737871732147898e+00 2.415222761439433707e+00 3.932192129499766098e-03 -1.485278742934212470e+00
3.447689220102882590e+00 2.861889271857708472e+00 1.452325533523711465e-02 -4.389232400197939477e+00
3.718304046460254142e+00 2.256439095138401907e+00 3.454740128177766212e-02 -1.472633090135759160e+00
3.481257809061065522e+00 2.750534408362027339e+00 9.740777435055322786e-02 -2.608628102618243183e+00
3.691070926200409996e+00 2.311071884414227728e+00 3.561542368499947403e-02 -1.156735955312461428e+00
3.598989767797077910e+00 2.510690356131866086e+00 1.479317338398188249e-02 -5.941437003931122618e-01
3.721702153409919944e+00 2.259874221653194848e+00 2.976764750753269073e-02 -1.589348260268142354e+00
3.584487678828609081e+00 2.538977340327952970e+00 3.226556542845671061e-02 -6.733766739257986966e-01
3.533252339923605323e+00 2.634439647639035709e+00 2.225634936345834494e-02 -8.267472853662454213e-01
3.540552785018422632e+00 2.589894003820975232e+00 1.055197237583283265e-01 -3.802456310079114221e+00
3.549055793993861840e+00 2.572180169818355289e+00 1.879699423711652176e-02 -1.666834630827337627e+00
3.551351235671471152e+00 2.599496030366587274e+00 4.868828159215357609e-02 -9.005483140278234266e-01
3.445810963376149338e+00 2.785725752856710535e+00 2.489375387369013870e-03 -3.083441070062238332e+00
3.615266848239268693e+00 2.473722721411538039e+00 5.056091217012060463e-02 -9.086741062188015139e-01
3.703698641970989414e+00 2.325785651793785824e+00 3.621229601912015483e-02 -2.769090538697907444e+00
3.620978570513976535e+00 2.448017033042451107e+00 4.230566909156972810e-02 -8.275469129415010672e-01
3.687131978856573067e+00 2.290020076661515080e+00 5.889564956476012886e-02 -2.337514129491643278e+00
3.552351574729209815e+00 2.599663151965367902e+00 5.753650803427378529e-02 -1.035990437033045941e+00
3.584110548296693732e+00 2.527418747245283814e+00 3.129703888550149082e-02 -6.344053372474103281e-01
3.638812666124926931e+00 2.404717780683940820e+00 2.763290949117129872e-02 -8.496832471943619458e-01
3.575338988066960155e+00 2.525241029888597222e+00 3.032297614183036838e-02 -1.206116951845237040e+00
3.566672219106697739e+00 2.552897444329162990e+00 1.443895930106404296e-02 -7.913911151372261532e-01
3.541873248059487000e+00 2.638582644070468053e+00 4.224335139653001558e-02 -1.193018750607735878e+00
3.599017073789453125e+00 2.527225218603203594e+00 5.935554051584583657e-02 -1.553362108374926942e+00
3.654946195747454940e+00 2.387413935764775896e+00 1.339245228408308258e-02 -6.666151729741174314e-01
3.587387622870350956e+00 2.474927312853833161e+00 1.825528763531486173e-02 -2.879564162968942576e+00
3.466551567901935638e+00 2.828926722570079377e+00 9.650221156900699870e-02 -4.620645795422864133e+00
3.477519910178663132e+00 2.723307413331792937e+00 2.031547206988840171e-02 -2.300893553575462214e+00
3.421660845948250707e+00 2.861085966509042233e+00 5.479595706550146467e-02 -2.610384936298476788e+00
3.621198021531422562e+00 2.444498063366740137e+00 6.538453457915308076e-02 -1.386172732581297584e+00
3.623500120640713806e+00 2.437446616290185109e+00 2.945561920916096518e-02 -7.831681014488345305e-01
3.601026043685342071e+00 2.505285373870089760e+00 7.289665444426195184e-02 -1.440355635867404782e+00
3.562928554976811935e+00 2.580384890869967141e+00 9.835806543055247361e-03 -6.151930648434774662e-01
3.510834571218914846e+00 2.625517732764300227e+00 1.680546376775001599e-02 -4.238382840905717153e+00
3.623962868294158035e+00 2.462931486993817476e+00 4.218208286349675595e-02 -9.194655509675108140e-01
3.395517670768611218e+00 2.929784366147784258e+00 8.045134346335766629e-02 -3.288414752170603084e+00
3.938828695821632753e+00 1.798182116299495092e+00 2.323581568632937522e-02 -6.604245068613331604e+00
3.648954728873175402e+00 2.398952933254789421e+00 1.738329072578518805e-02 -6.474866993493522127e-01
3.731631185675723827e+00 2.207312023874491658e+00 1.585220559546393973e-02 -1.807165030416094220e+00
3.494547319399765595e+00 2.762543620283266055e+00 9.952200868700632197e-02 -3.901155465705707925e+00
3.738446052649767815e+00 2.218286681331643528e+00 1.743742606907114356e-02 -1.613304782470009746e+00
3.689836769093400637e+00 2.328201004587444167e+00 8.667377435228162952e-03 -1.134885235171447126e+00
3.375543309900045585e+00 2.931865741562952543e+00 5.614926559354659064e-02 -4.657106016368024015e+00
3.524441402617734642e+00 2.665301765464108019e+00 4.685868657192582970e-02 -1.118330131578456843e+00
3.518694781067208233e+00 2.651794697050533944e+00 1.050094527811687162e-01 -3.094195237182817415e+00
3.688392184492176096e+00 2.350963367338684940e+00 6.083511759981277689e-02 -2.587275483592504699e+00
3.610830827793215292e+00 2.479676680719070880e+00 3.680631785165668080e-02 -6.749623333934480218e-01
3.574911238949141978e+00 2.540588308077955659e+00 2.859188945101544255e-02 -7.173506899876527232e-01
3.579075721455519332e+00 2.508297533021261572e+00 2.578323392184189017e-02 -1.668800212704125929e+00
3.370784342430901859e+00 2.969629389318695356e+00 2.478217942590867778e-03 -4.124372093312910437e+00
3.722959759257172596e+00 2.209284809972689168e+00 1.231313672242245055e-02 -2.446466547188930196e+00
3.518417018845736877e+00 2.688961946965717775e+00 3.729818685042648324e-02 -1.421580799280555363e+00
3.700520780545642374e+00 2.280097982421855463e+00 2.258915932348201649e-02 -1.227583815808696022e+00
3.539559668778173407e+00 2.645055297725039001e+00 6.737949335852513877e-02 -1.597745501625809750e+00
3.592016915077032024e+00 2.533543640230101701e+00 3.337275251031886214e-02 -9.078628318377766071e-01
3.708443144095004751e+00 2.273726542903772074e+00 2.186343595649360011e-03 -1.121755767533616055e+00
3.624371113821511337e+00 2.456029346138134617e+00 6.993162853595543890e-03 -5.652299476525783906e-01
3.582449952789070302e+00 2.538601444583062694e+00 3.130692139443503469e-02 -6.248538041314364300e-01
3.493339565630907639e+00 2.716305111653214421e+00 1.739930025299617905e-02 -1.269099647719414969e+00
3.635139316113666474e+00 2.385567212771085632e+00 2.629071757653870384e-02 -2.164723375969837438e+00
