KID,Name,Quality,MS_flag,Redshift,INC,Re,Re_err,Mag_H,sigma,sigma_err,Ve,Ve_err,Vopt,Vopt_err,Vc,Vc_err,Mstar,Mstar_err,Mgas,Mgas_err,MH2,MH2_err,MHI,MHI_err,SFR_tot,SFR_tot_err,SFR_Ha,SFR_Ha_err,Rot_Disp_ratio_int,Vc_int,Vc_int_err,Mstar_color,Mstar_color_err,Rout_Flag,Rflat,Rflat_err,Vflat,Vflat_err,Wiggle_Flag,log(Rgas),log(Rgas_err),Rgas_flag,BUR_Flag,NFW_Flag,MCMC_flag,,
150,C-zcos_z1_670,1,OK,0.879092113,57.19584455,2.6539555,0.7961867,-22.91,70.23915036,3.88472443,248.51681,84.39228408,235.8802874,22.92071435,154.6763594,25.61747393,22337271401,10293673457,75137989909,3.04848E+11,5962542584,19926792556,52011614531,2.84922E+11,30.12515653,1.506257826,4.342630133,0.217131507,2.154895311,151.3580157,25.91040364,21616992538,1080849627,OK,7.739603681,2.527743977,261.1871677,15.17344804,OK,0.743699667,0.685439396,ok,X,X,ok,,
151,C-zcos_z1_673,2,OK,0.916525121,42.50122904,5.733666,1.7200999,-21.32,41.5678998,3.369714411,91.25407535,10.48678222,108.2394266,10.14242098,108.182318,10.13117027,5164521033,2379963610,70682500684,1.91991E+11,1959085842,4340408989,51671740482,1.8765E+11,6.905665776,0.345283289,0.995472082,0.049773604,1.758953432,73.116,9.506144658,1428332712,71416635.59,F,7.832366478,2.55804018,108.2266117,10.13989637,OK,1.0315866,0.961320246,ok,X,X,ok,,
152,C-zcos_z1_675,1,OK,0.891498808,57.78292543,4.441016,1.332305,-22.87,115.5589376,3.796215439,246.3218632,77.22463509,256.8720539,21.03638725,281.8690464,22.91506297,21529330140,9921350295,81642478474,2.97225E+11,6432594313,19288115484,56548785084,2.77937E+11,35.35678671,1.767839336,5.096785049,0.254839252,2.000762597,231.206,26.85364251,18051187618,902559380.9,OK,7.771227229,2.538072185,280.9184518,22.84362002,OK,0.917878578,0.85197097,ok,X,B,ok,,
154,C-zcos_z1_685,1,OK,0.867736865,53.71393737,3.475418,1.0426255,-22.49,60.13437789,2.871410403,153.6865555,8.421020243,127.6984955,9.601904707,105.588883,7.103768016,15171554725,6991499873,77891580913,2.78709E+11,4547352146,13349369938,55146036667,2.6536E+11,21.67658561,1.083829281,3.124743726,0.156237186,1.556922218,93.62454899,6.067400652,11140658936,557032946.8,OK,8.095592655,1.888578207,105.4209499,7.046111232,OK,0.93020624,0.887562743,ok,X,X,ok,,
155,C-zcos_z1_690,2,OK,0.925160286,51.98932293,3.250835,0.9752505,-22.84,48.83738322,4.080838364,240.0916656,97.39039831,215.968173,33.93866145,221.4278807,28.21109959,20942582871,9650959848,56487404143,2.73863E+11,4600932624,18381586776,39012384601,2.55481E+11,18.23107224,0.911553612,2.628062816,0.131403141,4.029268072,196.7789089,31.08439879,19061985570,953099278.5,OK,7.852393519,2.564580984,226.1319995,27.330088,OK,1.087964303,1.030458343,ok,B,B,ok,,
156,C-zcos_z1_692,2,OK,0.926978416,40.18309176,4.1659923,1.2497977,-22.99,45.70890684,2.376671136,133.2546413,43.52819033,179.4262935,10.62209499,195.8493885,9.480015927,24045293968,11080780630,78537029736,2.90031E+11,7097167837,21634815562,53714181879,2.68396E+11,39.77549534,1.988774767,5.733754925,0.286687746,3.97415974,181.6544973,9.634335999,17514689093,875734454.6,OK,14.14188684,2.565956056,225.8550834,20.14757707,OK,0.975355421,0.953251272,ok,B,B,ok,,
157,C-zcos_z1_693,1,OK,0.924618181,56.27937298,4.155385,1.2466156,-21.65,60.25426422,2.774123373,141.2636141,45.36449583,147.353063,12.40406737,179.0124474,13.70003629,6998903764,3225301274,82058047650,2.06999E+11,2917345305,6011600629,59504287477,2.00988E+11,12.88169621,0.64408481,1.856934488,0.092846724,2.258605226,136.090596,15.22688645,2583168315,129158415.8,OK,10.99346694,2.564608048,187.6949117,17.11319939,OK,1.378231492,1.257840206,ok,B,B,ok,,
159,C-zcos_z1_698,2,OK,0.926691073,34.39957759,3.0274315,0.90822953,-22.59,30.15432153,3.614171313,138.3428869,51.04642941,143.2567375,15.62806408,156.2463437,13.61288346,16635284825,7666029873,53594253023,2.54886E+11,3690332756,14427877183,37521744561,2.40458E+11,13.25557309,0.662778654,1.910829943,0.095541497,3.420696953,103.1487958,13.6776923,10838130991,541906549.5,OK,8.078639579,2.638472638,185.5126823,17.39039372,OK,1.111863257,1.030554791,ok,X,X,ok,,
160,C-zcos_z1_703,2,OK,0.803368977,32.76219066,1.8197962,0.5459389,-22.37,65.39540518,3.51493657,224.8900034,177.5829615,229.9917083,170.0790503,200.1291718,108.1371165,13584088881,6259948793,53589578960,2.94234E+11,2578656766,11593060765,38354076838,2.82641E+11,7.876308894,0.393815445,1.135393149,0.056769657,1.981794238,129.6002372,3.578773716,10920875624,546043781.2,OK,7.521037114,2.456360435,133.4793754,18.98752488,F,1.261140392,1.127572339,ok,X,X,D,,
162,C-zcos_z1_726,2,OK,0.928240943,38.80447403,2.802337,0.84070116,-22.33,12.26934475,3.328237866,225.5986054,85.11504621,165.4880393,32.47221167,160.1391781,10.55776643,13092728075,6033515242,55883962464,2.3832E+11,3223781141,11277730257,39594121295,2.27042E+11,11.4455761,0.572278805,1.649913541,0.082495677,12.95090386,158.8991043,10.59033929,8190512896,409525644.8,OK,7.859600327,2.566934718,169.7039015,22.28436828,OK,1.402570776,1.261143143,ok,X,X,ok,,
166,C-zcos_z1_796,2,OK,0.885444448,32.68467194,3.3286138,0.99858415,-21.06,14.98168878,3.308037762,87.23861937,28.37616376,89.6408915,7.418410426,103.5323948,9.588913092,4064713663,1873139937,91842095665,1.92847E+11,2003453566,3427471963,67547851202,1.8942E+11,8.333324669,0.416666233,1.201273321,0.060063666,4.749279854,71.15223268,9.358785192,800877253.9,40043862.7,OK,7.755728618,2.53301036,109.8424339,10.52749549,OK,0.819475919,0.790564072,ok,B,B,ok,,
171,C-zcos_z1_925,1,OK,0.912870404,45.59468152,3.7296395,1.118892,-22.49,21.69052937,3.614785441,165.6710024,58.6335047,156.7883527,13.39504023,157.3370177,11.22791995,15171554725,6991499873,70246928230,2.57814E+11,4416134201,13308677563,49496837616,2.44506E+11,19.89809034,0.994904517,2.86836839,0.143418419,7.234770407,156.926,11.23264717,9714863235,485743161.7,OK,7.823633635,2.555188045,157.2539675,11.23233665,OK,1.144471078,1.055201382,ok,B,B,ok,,
177,E-zmus_z1_107,2,OK,0.961693646,27.86177917,1.4222546,0.4266764,-21.13,25.81590193,3.304124811,83.92690642,27.69702829,82.62938056,23.68363329,80.84931966,15.84968878,4335406613,1997883232,78079706519,1.71771E+11,2035174090,3650786673,57176340172,1.6812E+11,7.851439285,0.392571964,1.131808122,0.056590406,2.567491476,66.28210815,5.760011432,5972688451,298634422.5,F,7.933220898,2.590979096,71.33452818,7.46864349,OK,0.740854575,0.716840637,ok,X,X,ok,,
181,E-zmus_z1_117,2,OK,0.841633642,34.52546215,2.9573355,0.8872007,-22.52,24.22989422,3.560750593,84.20696927,74.00949353,69.16721968,45.99777016,87.95425422,56.60123428,15596615395,7187380367,49717452278,2.85424E+11,2836718083,13357636704,35248672327,2.72067E+11,8.618657963,0.430932898,1.242404956,0.062120248,3.592839411,87.05411889,12.65380671,21464221179,1073211059,OK,7.636529931,2.494080232,119.3273394,16.84342874,F,0.979896317,0.932775373,ok,X,X,ok,,
183,E-zmus_z1_119,1,OK,0.841298299,61.7587201,4.19094,1.257282,-23.13,62.78362303,3.588881956,239.9405875,84.2821031,236.2377495,21.15244283,200.6669255,17.23743966,27354567188,12605791331,53774656278,3.36846E+11,4655940038,24057156994,36931365594,3.12789E+11,17.11090646,0.855545323,2.466587616,0.123329381,2.744183733,172.289797,18.91075426,53880654883,2694032744,OK,10.68919115,2.49362515,193.9198726,16.50932656,OK,1.031084896,0.963687808,ok,X,B,ok,,
184,E-zmus_z1_12,1,OK,0.976393157,51.44321189,3.91059,1.173177,-24.03,88.84676247,4.921225224,340.1830441,113.5912657,338.724346,27.38069762,339.4148059,6.079238779,62665781971,28878240540,54397719763,3.61137E+11,10258001253,57294694442,33187758278,3.03843E+11,49.85195516,2.492597758,7.186306317,0.359315316,3.312287267,294.286,3.372902015,1.36025E+11,6801254766,OK,7.962817971,2.600645459,339.3249467,6.73735829,OK,1.06366295,1.006369892,ok,B,B,ok,,
186,E-zmus_z1_122,2,OK,0.996927382,45.49903654,4.9662123,1.4898638,-23.51,50.41860273,2.663242831,179.0703183,9.33414895,157.7264391,8.249300101,130.0345244,8.919156509,38817742712,17888360697,42119123014,2.9328E+11,5931993251,34429272771,27208368243,2.5885E+11,21.35864042,1.067932021,3.078910989,0.153945549,1.467533727,73.991,8.936591229,64982454863,3249122743,F,10.6457245,2.483485044,130.7838177,8.818549124,OK,1.003865466,0.976967273,ok,X,X,ok,,
188,E-zmus_z1_125,1,OK,0.997852821,61.68315452,2.5132022,0.75396067,-22.29,27.78901677,3.770046058,147.3905835,50.87306561,136.4673727,42.41129008,144.4906259,15.83827295,12619162838,5815282414,55098823566,2.11917E+11,3451132684,10898823098,38832850287,2.01019E+11,12.7852761,0.639263805,1.843035246,0.092151762,4.646871887,129.1320008,16.30780543,25863391230,1293169562,OK,8.005657102,2.614636661,153.7335599,8.848671291,OK,0.949844365,0.870412194,ok,B,B,ok,,
189,E-zmus_z1_127,2,OK,0.895530604,51.19046143,4.0246596,1.2073978,-22.26,80.32489393,3.654707807,142.6887837,46.35047459,166.8013539,12.3479625,181.0351678,15.88026606,12275247849,5656796244,44084070173,2.43119E+11,2296215903,10376974141,31419439301,2.32742E+11,6.203911403,0.31019557,0.89431212,0.044715606,1.533683943,123.193,17.82828327,13813515012,690675750.6,OK,7.780732416,2.541176566,180.6132144,15.77578979,OK,1.300410689,1.185732486,ok,B,X,ok,,
201,E-zmus_z1_146,2,OK,0.862010423,59.25702223,3.146733,0.9440199,-23.33,18.04033195,3.491033394,221.7848356,73.30630685,254.0862189,17.6447146,238.3711071,24.31401847,32887446455,15155505279,46000714399,3.4137E+11,4706334765,28896021000,31048405740,3.12474E+11,15.73204672,0.786602336,2.267820919,0.113391046,13.14496144,237.1394677,24.42246312,72003046750,3600152338,OK,7.695150876,2.513225752,214.317622,29.44647675,OK,1.213607202,1.072146797,ok,X,B,ok,,
210,E-zmus_z1_166,2,OK,0.975108116,42.67401965,2.4559138,0.73677415,-23.2,30.05622602,3.06500885,157.4667677,68.2991005,191.6891113,60.49470844,151.0278594,16.24858861,29176318343,13445307992,53502918669,2.80012E+11,5978813581,25935652692,35732409841,2.54076E+11,25.20016744,1.260008372,3.632678435,0.181633922,3.656071719,109.8877179,17.56548135,60509123059,3025456153,OK,11.145388,2.600048913,158.2004618,12.8845305,OK,0.789255112,0.762605764,ok,B,B,ok,,
217,E-zmus_z1_176,1,OK,0.958846289,70.75287386,3.3691907,1.0107572,-22.03,30.76964244,3.991097221,214.3585114,84.08829138,182.1171895,26.91018016,129.0690946,14.67822611,9931856852,4576892559,91773292521,2.16877E+11,4511060495,8730802228,65610700771,2.08147E+11,24.8862614,1.24431307,3.587427954,0.179371398,3.388392147,104.2596148,13.44520907,21633305236,1081665262,OK,7.927189552,2.589009266,119.7203788,10.47071393,OK,0.924050401,0.804407206,ok,X,X,ok,,
218,E-zmus_z1_181,2,OK,0.805582945,30.3779262,0.7213205,0.21639617,-21.26,49.93315179,3.478145704,150.9235424,44.89844576,150.9235424,37.35226864,154.7305982,22.73045488,4886864122,2252011116,1.13155E+11,2.34179E+11,2479360741,4180670265,83214596552,2.29998E+11,12.31649919,0.61582496,1.775459672,0.088772984,2.57412421,128.5341349,4.35582369,3533909107,176695455.4,OK,7.528255385,2.458717913,135.7955299,12.47384939,OK,0.560495013,0.536368506,ok,X,X,ok,,
221,E-zmus_z1_189,2,OK,0.840015761,39.29096468,3.1578732,0.947362,-21.95,47.07044622,4.464694379,212.4728516,82.29203022,179.1790535,26.28900563,168.8763328,21.62706962,9226361812,4251779637,69803223590,2.53253E+11,2661666729,7892238888,50482373580,2.45361E+11,9.948705456,0.497435273,1.434135224,0.071706761,2.861093939,134.6729684,24.68236827,9121136387,456056819.3,OK,7.631830117,2.492545279,164.3047567,18.53924863,OK,1.124005207,1.046344985,ok,B,B,ok,,
222,E-zmus_z1_190,2,OK,0.813877778,32.58016608,1.4539032,0.43617097,-21.4,46.03497771,3.54899471,71.33460094,28.8237295,115.7659928,34.30573135,172.1767066,28.57645671,5559426853,2561947858,68746267587,2.31722E+11,1690797076,4645817498,50417647001,2.27077E+11,5.403836904,0.270191845,0.778979022,0.038948951,1.592907917,73.32948045,12.19929139,9185133818,459256690.9,OK,7.554380587,2.467250368,173.6089892,21.88544084,OK,1.039761643,0.966048605,ok,B,B,ok,,
226,E-zmus_z1_195,2,OK,0.821741846,44.52388935,2.1924925,0.65774775,-21.98,29.76198926,3.480551141,38.75327104,37.74297537,39.60157722,37.87822032,144.8745157,86.05610332,9484839655,4370893850,48872688061,2.57616E+11,1844242244,7944373329,35359733697,2.49672E+11,4.842873461,0.242143673,0.698114488,0.034905724,3.9850009,118.601554,11.96696166,14271759263,713587963.2,OK,7.577378281,2.474761384,177.4082262,17.96420631,F,1.657891697,1.53228331,F,X,X,X,,
230,E-zmus_z1_207,2,F,0.820057706,40.16058935,4.284553,1.2853659,-23.18,22.37200214,2.812250566,91.97340104,32.58735317,83.07408139,7.97315444,119.4906931,12.52068872,28643778434,13199897896,34268975673,3.44123E+11,2963172327,24543852205,23538198005,3.19579E+11,6.976904203,0.34884521,1.005741311,0.050287066,5.238041307,117.1854713,12.61272943,54052495903,2702624795,OK,10.60171833,2.473219078,121.7661324,12.52961998,OK,1.329814961,1.262948992,ok,X,X,ok,,
231,E-zmus_z1_208,1,OK,0.861795773,63.51411812,1.635211,0.49056333,-20.44,24.62030386,3.589614259,137.228465,48.32841124,128.1870497,44.01101705,117.4153734,22.01542673,2296309280,1058207041,1.37051E+11,1.77772E+11,1831749308,1932744520,1.01669E+11,1.75839E+11,9.515639909,0.475781995,1.371707548,0.068585377,4.515246309,111.1667361,22.505324,127481205.9,6374060.294,OK,7.692957375,2.512509357,106.3273457,11.40724784,OK,1.4881195,1.239383669,ok,B,B,ok,,
232,E-zmus_z1_21,2,F,0.839075627,25.18152961,3.1547704,0.9464311,-23.27,28.21948395,2.936971571,131.3211708,46.98718604,161.0448448,14.33441604,157.0840787,15.96505333,31119339260,14340709336,40909606948,3.45679E+11,3876339118,27060377316,27844562278,3.18619E+11,11.2010985,0.560054925,1.614671373,0.080733569,4.922185525,138.9015354,17.2816744,53849797849,2692489892,OK,10.6807704,2.491660718,120.9540236,16.92868904,OK,1.008078854,0.98168744,ok,X,X,ok,,
237,E-zmus_z1_219,1,OK,0.976920281,61.97082327,3.3533795,1.0060139,-23.09,47.33866551,3.46824471,177.7541985,54.72862688,202.5134183,15.65515846,217.0952461,14.9087466,26365149855,12149838643,86607271550,2.78451E+11,9027429306,24022284317,58330708454,2.54429E+11,59.36428206,2.968214103,8.557536286,0.427876814,3.613597648,171.0628903,16.66272224,52401361604,2620068080,OK,7.96331335,2.600807249,220.9747504,13.53096517,OK,1.004879493,0.920205586,ok,B,B,ok,,
240,E-zmus_z1_24,1,OK,0.823131685,73.70416997,3.9,1.1700001,-22.33,55.97510745,2.949326258,169.865711,54.69666253,127.3213785,8.961607883,187.8770955,11.54257825,13092728075,6033515242,59604079006,2.83533E+11,2885845867,11241309428,42645288074,2.72291E+11,9.869829885,0.493491494,1.422765078,0.071138254,2.278754212,127.5535119,13.07153323,24542390988,1227119549,OK,10.61476467,2.476262589,195.9558793,12.94431813,OK,1.453360806,1.246391991,ok,X,X,ok,,
241,E-zmus_z1_27,2,OK,0.976141776,70.51634648,3.1889703,0.95669115,-21.34,29.50253545,3.207102099,57.57269709,25.79826459,65.2815675,10.64641465,86.39726879,9.510169476,5260538867,2424211459,61861982331,1.74182E+11,1918632148,4409123191,45070188108,1.69773E+11,6.294238188,0.314711909,0.907332992,0.04536665,1.598398949,47.15682166,5.540457183,5974705031,298735251.6,OK,7.962566386,2.600563292,98.16154646,8.889999096,OK,1.104575785,0.856673261,ok,X,X,ok,,
244,E-zmus_z1_35,1,OK,0.804665061,51.84405423,3.724687,1.1174061,-23,44.01760885,2.872386987,179.7234417,57.20130309,240.0086665,15.3915411,245.4480569,10.63816072,24267787453,11183312190,38251780308,3.38451E+11,2853281351,20776618440,26615412749,3.17675E+11,7.12029894,0.356014947,1.026412085,0.051320604,5.563393193,244.8872654,10.64317139,51413996866,2570699843,OK,10.53717283,2.458161597,255.7507495,14.62452395,OK,1.094647651,1.044000486,ok,B,B,ok,,
247,E-zmus_z1_41,1,OK,0.981888476,54.95399283,5.368617,1.6105852,-23.28,94.3985183,3.575637571,258.6813088,32.10523697,247.8131355,16.25441877,248.0302155,15.69287417,31407289586,14473405339,32012429196,2.75321E+11,3806709567,27174011204,21207307991,2.48147E+11,9.996413874,0.499820694,1.441012533,0.072050627,2.045307527,193.074,18.44850732,52293060488,2614653024,F,7.976037507,2.604962942,248.0089547,15.74787182,OK,1.292265895,1.111568461,ok,X,B,ok,,
249,E-zmus_z1_49,1,OK,0.981514335,64.77094084,5.3665767,1.609973,-22.75,62.03982747,2.299131625,155.5131071,11.36293147,159.1731209,9.522888718,148.6055254,9.49227797,19276588702,8883220600,54103759253,2.4492E+11,4525179761,16887726442,37277127438,2.28033E+11,17.8319909,0.891599545,2.570534063,0.128526703,1.491278339,92.51865088,10.06432727,33461611842,1673080592,OK,14.35328435,2.6043128,161.416911,10.89816279,OK,1.69123263,1.594687022,F,B,B,ok,,
250,E-zmus_z1_50,2,OK,0.908405849,52.83143497,3.6382983,1.0914896,-20.18,11.72073371,3.310381147,373.7970179,97.52417034,356.3588511,6.592506826,315.3475584,6.519922782,1807300163,832857218.1,1.09718E+11,1.52953E+11,1315539248,1491415226,81505648811,1.51461E+11,5.379073642,0.268953682,0.775409325,0.038770466,2.282544629,26.75309778,4.099670411,485262660.9,24263133.04,OK,7.813332715,2.551823779,314.2581258,6.455786098,OK,1.367424126,1.197667368,ok,B,X,ok,,
253,E-zmus_z1_53,1,OK,0.83216404,63.32656081,2.7186131,0.81558394,-21.14,15.43240337,3.60855373,98.27578049,34.95883043,130.0782311,12.97469785,127.2270342,11.36625352,4375522559,2016369843,80252127908,2.13159E+11,1690608236,3658067023,59068811784,2.09501E+11,6.013706294,0.300685315,0.866893493,0.043344675,5.985975497,92.37798843,11.75109806,6387569104,319378455.2,OK,7.608193233,2.484825505,119.7055451,10.24905594,OK,0.939415815,0.81186711,ok,B,B,ok,,
254,E-zmus_z1_55,2,OK,0.885166989,49.39702816,3.5452166,1.063565,-22.18,50.10908836,3.547177215,115.8955988,45.81576814,144.4104222,15.72636813,161.350538,15.23333949,11403293430,5254973931,53595829616,2.45079E+11,2594689206,9715739757,38346722113,2.35363E+11,8.236916445,0.411845822,1.187375791,0.05936879,2.74809671,137.7046209,16.72486265,17521704205,876085210.3,OK,7.755166203,2.532826676,161.6919062,15.32272128,OK,1.278533821,1.159133001,ok,B,B,ok,,
256,E-zmus_z1_58,2,OK,0.847670671,29.8411255,1.9201423,0.5760427,-21.94,29.69784813,3.386085239,63.06431136,24.2572431,139.4482766,41.63651573,178.9696403,15.7233866,9141772090,4212798198,41467141547,2.41905E+11,1590841891,7584980544,29982180192,2.3432E+11,3.62308993,0.181154496,0.522279096,0.026113955,5.619776449,166.8952675,16.36265901,16969976949,848498847.5,OK,7.653955938,2.499771542,164.5580329,19.56570389,OK,1.161270541,1.109432398,ok,B,B,ok,,
259,E-zmus_z1_65,1,OK,0.841963839,67.63215663,3.3721917,1.0116575,-22.09,22.61888602,3.478960508,213.4182949,75.61869102,216.4223321,23.0507533,195.1949554,18.22647631,10496155066,4836937818,75516333570,2.62476E+11,3189890104,9068417426,54380784561,2.53408E+11,13.26798999,0.663399499,1.912619875,0.095630994,7.693952639,174.0286378,19.26994038,12989421105,649471055.2,OK,7.65099485,2.498804454,189.8671035,17.32386538,OK,1.350081276,1.105379792,ok,B,B,ok,,
263,E-zmus_z1_70,2,OK,0.858493852,41.53770089,2.591769,0.7775307,-23.21,43.49793919,4.223002955,186.3286437,79.59828378,146.7356321,17.87903523,156.7352796,19.81989626,29446237975,13569694920,38256237089,3.28388E+11,3593706730,25481397617,26062052901,3.02906E+11,9.823046794,0.49115234,1.416021157,0.070801058,3.088362723,134.3374139,20.99880159,43138639803,2156931990,OK,7.68405356,2.509601384,132.0058297,14.4032491,OK,1.031686238,0.968902845,ok,B,B,ok,,
273,E-zmus_z1_86,2,OK,0.840728362,43.96297949,2.1174657,0.6352398,-21.48,50.8223134,3.462914377,114.3568457,38.30822377,116.6888004,33.58882942,118.0331037,10.36448192,5984529201,2757847558,1.57528E+11,2.36903E+11,4301795987,5276403547,1.15208E+11,2.31627E+11,31.77390132,1.588695066,4.580301556,0.229015078,1.597204549,81.17363017,9.595096252,3871871516,193593575.8,OK,7.634111949,2.493290522,112.8261504,10.38341098,OK,0.89076705,0.849412605,ok,B,B,ok,,
279,E-zmus_z1_97,1,OK,0.977331529,49.99288305,2.8215117,0.8464536,-22.47,92.11244273,4.497302184,221.4873682,75.94537577,235.6494203,34.08519121,224.7469329,18.86830415,14894636360,6863887723,1.11779E+11,2.38742E+11,7676709146,13478353956,78272716964,2.25264E+11,57.18281669,2.859140835,8.243071621,0.412153581,1.807505688,166.4937642,20.48657816,14276367302,713818365.1,OK,7.965330076,2.601465909,208.0490039,12.93792106,OK,0.787179619,0.744289521,ok,B,B,ok,,
283,E-zmvvd_z1_12,2,F,0.805490042,68.92554188,1.7065506,0.5119652,-20.91,11.95136348,4.175802608,34.116144,13.74000461,36.41043136,16.11103138,39.65482827,11.39831483,3540218841,1631437254,73895435499,2.10458E+11,1257130610,2914443459,54615266834,2.07543E+11,3.838441419,0.191922071,0.553322648,0.027666132,2.520387171,30.12206319,5.63789338,3303290409,165164520.4,OK,7.527383603,2.45843319,51.6017787,7.370716565,OK,1.547037313,1.325891355,F,X,X,ok,,
287,E-zmvvd_z1_141,2,OK,0.971498027,66.64880106,5.024217,1.5072652,-22.96,21.21547454,3.333401214,166.7084957,14.04915837,121.8153485,14.09075328,72.96863485,9.312695096,23389978150,10778791774,36534402826,2.57259E+11,3465012289,20157881851,24864203412,2.37101E+11,9.657515219,0.482875761,1.392159293,0.069607965,2.421487198,51.373,8.099009353,47996899663,2399844983,F,7.953641881,2.597648561,75.92245123,9.601629714,OK,1.551577684,1.338507018,F,X,X,D,,
292,E-zmvvd_z1_160,2,OK,0.966156082,46.3740798,5.1014123,1.5304238,-23.73,39.31377617,3.614025393,239.2605605,22.37750635,188.1793999,20.34010416,172.6611364,28.11742552,47536806624,21906362499,43035136142,3.28012E+11,6661562879,42436848829,27348551326,2.85575E+11,24.59928701,1.22996435,3.54605975,0.177302987,4.255429427,167.297,28.84642114,1.28933E+11,6446674175,F,7.944207694,2.594567368,173.6983321,27.59761196,OK,1.668060189,1.5422266,F,X,X,ok,,
298,E-zmvvd_z1_19,1,OK,0.98266015,65.81501748,4.895118,1.4685354,-22.54,39.78377813,3.352068043,120.213305,11.66794729,117.6838179,16.59649772,116.9941691,15.92964206,15886584827,7321006833,41255642543,2.27505E+11,2997085486,13596629502,28765832374,2.13909E+11,8.735692298,0.436784615,1.259275801,0.06296379,2.92242229,116.265,15.98939287,15470659211,773532960.5,OK,7.974150232,2.60434656,117.0300905,15.96437623,OK,0.911345682,0.787607752,ok,B,B,ok,,
301,E-zmvvd_z1_24,2,OK,0.964414399,50.95129484,2.9115334,0.87346005,-22.33,46.21679654,3.541360229,146.8334257,52.58250985,149.1330654,11.77146511,196.2931559,17.31332867,13092728075,6033515242,54075559113,2.2495E+11,3304718866,11284609231,38173564095,2.13665E+11,11.75759302,0.587879651,1.694891699,0.084744585,3.785981592,174.9759409,18.44321747,20280850685,1014042534,OK,7.937411567,2.592347762,202.2679083,16.03853809,OK,1.485828836,1.307929887,ok,B,X,ok,,
311,E-zmvvd_z1_57,2,OK,0.863711502,36.17210664,3.434882,1.0304646,-21.76,24.14793554,3.952701789,153.4590426,130.8236788,83.18541066,50.27475947,28.5762668,21.57072493,7745157732,3569197112,57846416016,2.29909E+11,2007420094,6516314565,41984207460,2.23393E+11,6.14519546,0.307259773,0.885848044,0.044292402,1.093207013,26.39869249,4.798432208,8974435160,448721758,OK,7.698435033,2.514298353,30.54203091,7.945153376,F,1.538835539,1.335056323,ok,X,X,X,,
312,E-zmvvd_z1_58,1,OK,0.834728629,53.59970013,1.2108119,0.36324358,-21.78,45.55453495,3.574696506,124.7073717,44.47313899,121.8469233,36.54180661,117.0392388,21.98740002,7889154294,3635554974,1.00198E+11,2.5043E+11,3355103515,6847260357,72814197534,2.43582E+11,17.03332403,0.851666201,2.455403879,0.122770194,1.66239943,75.72983293,6.175613889,10664906338,533245316.9,F,7.616330729,2.4874832,124.9311937,12.7989805,OK,0.84908741,0.787902728,ok,B,B,ok,,
314,E-zmvvd_z1_64,2,OK,0.904534471,44.94218651,3.6227987,1.0868396,-22.41,43.49114102,2.818340782,185.307917,69.18265969,191.618786,19.59067331,164.6031344,17.14338403,14093865350,6494868825,61889601226,2.53999E+11,3631691483,12228938851,43802939656,2.4177E+11,14.14165661,0.707082831,2.038561495,0.101928075,3.379549462,146.9804623,18.59577955,19529769389,976488469.4,OK,10.92519415,2.548681049,192.8148181,17.97456687,OK,1.462293973,1.33873865,ok,B,B,ok,,
317,E-zmvvd_z1_73,1,OK,0.890048201,62.60214349,4.6029487,1.3808848,-23.85,138.0806919,4.49207522,303.8649975,110.9787948,290.9624089,11.67569407,219.4613651,23.77859812,53092153360,24466430120,51422840322,3.83721E+11,7682366919,47862927899,32887573988,3.35858E+11,31.8491101,1.592455505,4.591143124,0.229557156,1.112973192,153.6801084,26.95788839,1.08857E+11,5442826713,OK,10.87354008,2.536630943,216.8712457,24.12140474,OK,0.971271183,0.930615215,ok,X,X,ok,,
318,E-zmvvd_z1_77,2,OK,0.837461575,25.14918081,3.148276,0.94448286,-23.06,88.61377843,3.668083283,196.556202,67.74291866,193.9472945,14.02731744,194.8947461,16.48011019,25646610096,11818714330,46713432891,3.29825E+11,3833740439,22308550237,32240370265,3.07516E+11,12.10743849,0.605371925,1.745322956,0.087266148,1.441725054,127.7567045,16.61324086,45778074119,2288903706,OK,7.62443943,2.490131491,201.7223041,21.65837126,OK,0.850683304,0.825144104,ok,B,B,ok,,
319,E-zmvvd_z1_83,1,OK,0.832684902,64.24092749,1.4549465,0.43648398,-20.23,30.86275998,3.742052869,75.4554975,27.62246526,71.31467832,23.15201581,66.03394077,15.65888563,1892474267,872107957.3,1.62993E+11,1.79807E+11,1776036360,1593000106,1.21216E+11,1.78214E+11,10.15459776,0.507729888,1.463815207,0.07319076,1.678472718,51.80230063,6.774631092,41053209.56,2052660.478,OK,7.610213128,2.4854852,95.63374425,10.37549334,OK,0.967701489,0.887353474,ok,X,X,ok,,
322,S-CFHIZELS-SM14-101338,2,OK,0.811225582,39.54058337,1.0614821,0.4893191,-22.86,32.6917391,3.066617477,212.0334766,72.64644574,204.1624356,62.74764013,193.8082854,44.2914165,21331943555,9830388735,67496126929,3.33628E+11,4625992404,18796259904,47270777838,3.14832E+11,19.54151026,0.977075513,2.81696632,0.140848316,5.709729489,186.6609868,25.65233139,35871286417,1793564321,OK,10.18670524,1.848313334,169.1136096,18.37408746,OK,1.160753941,1.130222904,ok,B,B,ok,,
