KID,Name,Quality,MS_flag,Redshift,INC,Re,Re_err,Mag_H,sigma,sigma_err,Ve,Ve_err,Vopt,Vopt_err,Vc,Vc_err,Mstar,Mstar_err,Mgas,Mgas_err,MH2,MH2_err,MHI,MHI_err,SFR_tot,SFR_tot_err,SFR_Ha,SFR_Ha_err,Rot_Disp_ratio_int,Vc_int,Vc_int_err,Mstar_color,Mstar_color_err,Rout_Flag,Rflat,Rflat_err,Vflat,Vflat_err,Wiggle_Flag,log(Rgas),log(Rgas_err),Rgas_flag,BUR_Flag,NFW_Flag,MCMC_flag,,
443,S-zvipe_z1_1575,2,OK,0.993940046,35.49682653,1.3005438,0.59952104,-23.24,40.41003721,2.159856858,222.7468163,63.19071043,224.4590983,52.70743373,227.2150651,31.03866213,30271231714,13949876366,49421622152,2.74411E+11,5828049637,26853964017,32777122191,2.47557E+11,23.33092694,1.166546347,3.363221906,0.168161095,1.437802795,58.10166443,6.260811955,47040047424,2352002371,F,14.39763988,2.612360831,275.6711711,17.81536787,OK,1.017157535,0.98288061,ok,B,B,ok,,
445,S-zvipe_z1_1577,1,OK,0.842758327,55.73647229,2.1835556,1.0065694,-22.42,32.62382285,2.36614826,75.26858684,27.92860889,62.14507919,20.63409718,102.2461792,10.94602158,14224277281,6554966489,51531684514,2.78333E+11,2747727407,12164277674,36679666997,2.66169E+11,8.478692566,0.423934628,1.222228532,0.061111427,2.490369166,81.2453625,8.477787237,11486162483,574308124.2,OK,13.75209322,2.495230466,172.7157126,10.68854865,OK,1.736943123,1.688042495,F,X,X,ok,,
448,S-zvipe_z1_1580,2,OK,0.842900447,38.10333512,2.4587634,1.4752581,-22.4,14.19553644,2.853226405,191.5127092,69.01219266,186.4980145,18.66574922,179.905345,15.55331199,13964649070,6435322152,57556647799,2.78671E+11,3027180095,12011466116,40999599777,2.66659E+11,10.34755374,0.517377687,1.491630379,0.074581519,12.51910347,177.7153894,15.63842896,22157420594,1107871030,OK,10.69579265,2.495165179,130.6849231,9.186797456,OK,0.711326464,0.693714551,ok,X,X,ok,,
454,S-zvipe_z1_1991,2,OK,0.823963682,33.47790276,3.542403,2.125442,-22.94,69.85412489,3.706505126,192.0776225,61.65223837,201.8204853,16.0165542,196.4169992,16.46078511,22963093588,10582070778,72219875350,3.34981E+11,5341807587,20388521233,50284261476,3.14593E+11,24.75104536,1.237552268,3.567936164,0.178396808,2.208226034,154.2536972,18.77504481,59144498531,2957224927,OK,7.58422076,2.476996128,196.2834862,16.43830807,OK,0.732548379,0.704470958,ok,B,B,ok,,
459,S-zvipe_z1_2064,1,OK,0.874803565,63.74808812,2.2665305,1.044819,-23.51,61.70501661,3.556061884,178.3292306,54.06062769,194.1457134,49.50450189,191.6029272,12.45455742,38817742712,17888360697,63082801345,3.58941E+11,7410450589,34988034504,41858910343,3.23953E+11,35.00069506,1.750034753,5.045453387,0.252272669,2.656804223,163.9381487,12.63142002,57042098909,2852104945,OK,7.828392335,2.555480265,183.9522681,12.44192284,OK,1.135299031,1.000569533,ok,B,B,ok,,
460,S-zvipe_z1_2065,1,OK,0.873381686,74.97109656,4.849398,2.2354622,-22.51,10.89003527,3.360363843,98.32241361,6.673315209,95.85915988,7.053177604,92.50296989,8.634707844,15453621506,7121484565,44566720958,2.68634E+11,2662994944,13172726548,31506560913,2.55461E+11,7.49412436,0.374706218,1.080300122,0.054015006,1.81064611,19.718,4.034751293,22052045523,1102602276,F,7.719324903,2.521120956,92.69384862,8.544760468,OK,1.470998298,1.198839652,ok,B,B,ok,,
466,S-zvipe_z1_2310,1,OK,0.841793851,46.63709247,1.1015157,0.50777364,-22.92,38.14810204,3.662604435,206.6990284,81.86238078,206.3124812,71.73672148,205.4926921,51.63131892,22543960384,10388921836,33223351267,3.09224E+11,2497206173,19130112284,23102364732,2.90094E+11,5.564235486,0.278211774,0.802100951,0.040105048,5.309108278,202.5324043,31.48449011,49330304535,2466515227,OK,7.652018204,2.49913868,163.4846999,17.63147124,OK,1.651791707,1.520473855,F,B,B,ok,,
474,S-zvipe_z1_2323,2,OK,0.895426648,45.300774,3.2715826,1.5081251,-22.35,18.62215239,2.255267171,116.708712,37.68344347,100.6063885,7.67193556,98.67852717,6.697996162,13336145690,6145689258,51858330692,2.51156E+11,2875591337,11419592242,36829127335,2.39736E+11,9.251917205,0.46259586,1.333691143,0.066684557,2.302603656,42.87943617,6.093477554,10479591281,523979564.1,OK,14.00540585,2.541192443,104.3381903,6.760462384,OK,1.416746648,1.311265133,ok,B,B,ok,,
482,S-zvipe_z1_2595,2,OK,0.800958447,32.39694549,1.0481114,0.48315552,-22.65,45.95212087,2.468850173,261.8902451,95.17061189,263.6416738,79.44310973,267.716258,46.54600529,17580451641,8101590618,41466598686,3.12369E+11,2415705407,14929485491,29361573894,2.9744E+11,6.078840979,0.303942049,0.87628285,0.043814142,4.658829528,214.0830976,21.10857366,29678953580,1483947679,OK,13.52401205,2.453846577,209.503024,14.76261942,OK,0.92513748,0.904216739,ok,X,X,ok,,
483,S-zvipe_z1_2597,2,OK,0.914207164,53,5.341929,3.2051578,-21.24,47.36144206,2.774120389,164.0707595,14.8359989,165.3119284,12.22064446,182.6788261,11.98412228,4797666775,2210906348,1.4714E+11,1.97405E+11,3835955449,4196372708,1.07748E+11,1.93209E+11,26.79946732,1.339973366,3.863222228,0.193161111,3.765130288,178.322,12.09570423,69389950.05,3469497.503,OK,10.95756781,2.556233329,181.4722773,12.00998492,OK,1.189854549,1.12678191,ok,B,B,ok,,
487,S-zvipe_z1_2602,2,F,0.927589741,35.3645853,3.1572108,0,-23.65,45.11832782,3.466986761,174.5303123,67.54547179,173.0751046,18.23173118,165.4619227,13.31209747,44160098543,20350275826,51107391555,3.41576E+11,7115023781,39624904194,33076968251,3.01951E+11,29.53078623,1.476539311,4.256949902,0.212847495,2.294902304,103.5421545,16.29526978,1.18658E+11,5932901002,OK,7.858250457,2.566493852,142.2855227,11.37017774,OK,0.814737262,0.773035495,ok,X,X,ok,,
488,S-zvipe_z1_2603,2,OK,0.819440994,54.78006024,2.123207,0.97875017,-21.43,38.34653373,2.837983679,169.2728849,66.76167091,166.8923847,47.89591693,155.0884411,14.10795723,5715185029,2633725820,71890508151,2.31772E+11,1824540349,4795771916,52681178799,2.26976E+11,6.15713395,0.307856697,0.887569012,0.044378451,3.887986393,149.0908014,14.49076709,2743109045,137155452.2,OK,10.59961556,2.472728533,125.5745708,9.826650257,OK,1.063074306,1.009471775,ok,B,B,ok,,
495,S-zvipe_z1_2612,2,F,0.961952948,27.68777914,1.258795,0.58027583,-23.08,29.46015658,2.700158181,114.0135932,45.89390497,102.2675105,35.78515665,82.44882139,20.10271895,26123427198,12038445713,38712857826,2.70698E+11,3919410188,22670235005,26160486946,2.48028E+11,11.70192861,0.58509643,1.68686751,0.084343375,1.325804435,39.05840624,5.916774004,47688145657,2384407283,OK,7.933535416,2.591081817,75.04563797,9.368391386,OK,0.855470705,0.828097383,ok,X,X,ok,,
500,S-zvipe_z1_2740,1,F,0.824578614,46.69409449,1.2762972,0.76577836,-22.55,54.11361922,2.882041103,196.7749824,82.58317384,176.8727881,62.92889884,146.7185174,33.38531893,16033556802,7388735853,67097569147,3.01102E+11,3797447266,13976291254,47594076602,2.87126E+11,15.22746482,0.761373241,2.19508395,0.109754198,2.427804722,131.3773003,18.99861517,22535523787,1126776189,OK,10.62152761,2.47784028,120.9752499,9.593960227,OK,0.832126246,0.803103802,ok,B,B,ok,,
506,S-zvipe_z1_3488,2,F,0.969577476,41.29472093,1.2687074,0.5848452,-22.89,45.61568341,3.028557405,165.4332853,61.56812544,160.9360415,51.49725771,153.4344832,33.15267578,21929560999,10105788479,48070544172,2.57181E+11,4337973330,19157305747,32881632212,2.38024E+11,15.50289505,0.775144753,2.23478803,0.111739401,3.10268697,141.5311866,18.51440481,37623762108,1881188105,OK,11.12988722,2.596432817,179.6566128,21.39663376,OK,1.283298588,1.202842414,ok,X,X,ok,,
510,S-zvipe_z1_3500,2,F,0.821218208,53,1.2165413,0.7299248,-21.44,33.93825157,3.475297208,99.97514309,35.71968646,92.84693063,29.04870577,81.09890378,18.18281912,5768068202,2658095946,58190972669,2.28755E+11,1492174118,4782702631,42630675602,2.23973E+11,4.125278789,0.206263939,0.5946711,0.029733555,1.365561407,46.34476657,8.1348804,826094394.6,41304719.73,OK,7.576131182,2.474354083,60.68302546,9.58136049,OK,1.047608289,0.961835732,ok,X,X,ok,,
511,S-zvipe_z1_3506,2,OK,0.961209713,38.20408506,2.4905024,1.1480649,-22.95,18.26064513,3.252851261,285.2381887,85.14590641,265.5315794,59.66573392,264.0719533,18.43939126,23175573366,10679987726,27708040914,2.56283E+11,2569886202,19630229548,18900868204,2.36653E+11,5.428069547,0.271403477,0.782472229,0.039123611,14.43115559,263.522211,18.44389195,40125505671,2006275284,OK,7.942105431,2.593880772,257.5479915,25.53076188,OK,1.555199596,1.35773265,F,B,B,ok,,
512,S-zvipe_z1_3507,2,OK,0.822107645,39.64057443,1.0757594,0.4959006,-23.24,11.56030191,2.873928054,127.0541197,48.06788774,137.9529437,43.15372092,162.0112179,30.12805821,30271231714,13949876366,25656384484,3.42762E+11,2317526780,25557461245,17548013311,3.17205E+11,4.183854588,0.209192729,0.603114974,0.030155749,13.91967204,160.9156113,13.94913078,50669881722,2533494086,OK,10.61052609,2.475273793,109.423223,11.9146112,OK,1.029132221,0.98686672,ok,B,B,ok,,
519,S-zvipe_z1_817,2,OK,0.910927808,53,3.5207057,2.1124234,-20.66,19.47665174,2.641911604,140.9635936,6.982748023,123.3067709,11.24482862,103.158364,7.608097288,2812095773,1295896670,83052436037,1.67437E+11,1417211264,2325769862,61379868250,1.65111E+11,4.97966462,0.248983231,0.717833337,0.035891667,5.268620261,102.615082,7.633780944,1571126745,78556337.23,OK,8.209925367,1.915250283,102.422954,7.45713108,OK,1.039654093,0.962344029,ok,B,B,ok,,
520,S-zvipe_z1_819,2,OK,0.920533461,53,3.301965,1.981179,-19.94,28.66672283,3.323977225,94.47391199,35.28350832,83.34928764,12.68493844,119.5945901,13.84046847,1448873195,667683500.2,1.28567E+11,1.43248E+11,1321251898,1196795365,95673286352,1.42051E+11,5.992403346,0.299620167,0.86382261,0.043191131,4.063765939,116.4948518,13.97373745,824527543.2,41226377.16,OK,7.842150115,2.561235502,135.8419993,14.88477703,OK,0.727150073,0.679405123,ok,X,X,ok,,
522,S-zvipe_z1_827,2,OK,0.823708267,33.69107596,1.0777942,0.49683854,-21.48,24.47724634,2.830386358,137.6144764,42.69920221,141.3685939,38.13857932,149.6266098,28.27949593,5984529201,2757847558,72498176120,2.32955E+11,1921604691,5035222033,53065091300,2.2792E+11,6.633839984,0.331691999,0.956287593,0.04781438,5.499133366,134.6036421,13.49181879,5252498292,262624914.6,OK,10.61787577,2.476988362,187.8297982,18.09748055,OK,1.43162889,1.321092553,ok,B,B,ok,,
528,S-zvvd_z1_186,1,OK,0.822469938,63.4407192,3.8056493,1.7543176,-23.85,33.3846605,2.821409075,198.0558318,58.30010437,193.0563451,7.996431159,189.5029186,12.80695528,53092153360,24466430120,29241948170,4.11098E+11,3940691110,46123839315,19023501549,3.64975E+11,8.88547469,0.444273735,1.280867374,0.064043369,3.528886494,117.8106775,12.88492649,2.0043E+11,10021486011,OK,10.61124127,2.475440634,183.9300116,11.06918262,OK,0.968805336,0.903339579,ok,B,B,ok,,
530,S-zvvd_z1_206,1,OK,0.807419543,67.48436152,5.2066064,2.400127,-23.2,73.86062439,4.011326656,166.1241278,11.88724127,167.6985637,16.16293735,169.8680322,17.10281235,29176318343,13445307992,34107756833,3.53107E+11,2927059922,24992148742,23444133015,3.28114E+11,6.797945667,0.339897283,0.979943911,0.048997196,1.444721066,106.708,19.43907252,97420438292,4871021915,OK,7.534127023,2.460635582,169.5945266,16.98432201,OK,1.101775791,0.956574347,ok,B,B,ok,,
534,S-zvvd_z1_450,1,OK,0.840096996,65.55989178,6.1531253,2.8364508,-22.94,26.04005248,2.368617779,99.35869479,58.54136904,50.13925659,31.53412453,60.95474552,37.22850522,22963093588,10582070778,35382591564,3.12884E+11,2688412514,19569998279,24582089511,2.93314E+11,6.376859783,0.318842989,0.919243139,0.045962157,2.337092064,60.858,6.742070033,40398630625,2019931531,OK,13.73791894,2.492658632,60.53248199,6.746508638,F,1.055416851,0.971562332,ok,X,X,X,,
535,S-zvvd_z1_458,2,F,0.924319351,40.44520386,1.2093868,0.55749977,-24.16,13.97661067,2.641357146,250.7466555,88.5731558,246.7325347,75.20972145,239.527188,49.77415035,70636655554,32551454172,18919005795,3.80474E+11,3589899666,60753113106,11525643706,3.19721E+11,6.12094538,0.306047269,0.882352323,0.044117616,17.07207892,238.6098004,25.90830782,2.29774E+11,11488699153,OK,10.99131623,2.564106321,167.5170928,18.03465426,OK,1.70086992,1.615114227,F,B,B,ok,,
536,S-zvvd_z1_475,1,F,0.901271987,45.20649697,3.2928438,1.517926,-23.84,34.45179343,2.6548913,103.8128468,35.00438879,96.23774644,8.361535521,86.103449,9.881865509,52605390476,24242115427,40705069661,3.71162E+11,6144396173,46791875791,25985468789,3.2437E+11,20.54263976,1.027131988,2.961282088,0.148064104,2.261631815,77.91727212,9.765947674,1.74389E+11,8719445268,OK,10.91335275,2.545918631,108.9989035,11.55952068,OK,1.028559794,0.984686116,ok,B,X,ok,,
537,S-zvvd_z1_476,2,OK,0.819011415,38.73132134,1.0716197,0.4939923,-23.18,53.68390498,2.492399241,281.9842814,100.8106608,275.8630145,84.82418095,262.2488426,54.40187133,28643778434,13199897896,60571492281,3.56453E+11,5228428073,25378539942,41611326472,3.31075E+11,21.2563471,1.062817355,3.064165105,0.153208255,4.405008719,236.4780695,31.04131634,53140852643,2657042632,OK,13.62441462,2.472063989,351.1804332,27.80851651,OK,0.878072794,0.855640304,ok,B,B,ok,,
539,S-zvvd_z1_503,2,OK,0.991856585,42.26076902,3.3759542,0,-21.68,27.38367085,3.392808555,86.90451363,36.55807777,100.5712621,15.88122973,92.98260997,11.25887651,7194991691,3315664374,54754362497,1.83344E+11,2217515434,6071226460,39501388770,1.77272E+11,7.095629841,0.354781492,1.022855962,0.051142798,2.841023732,77.79765877,11.55290625,5800176336,290008816.8,OK,7.994331634,2.610937778,92.75017286,10.85641582,OK,1.703973435,1.614773454,F,X,X,ok,,
542,S-zvvd_z1_888,1,OK,0.832809407,53,2.8346097,0,-20.67,30.27852268,2.872682552,102.5979755,36.31738168,113.2086407,9.815364459,114.5109273,9.051070305,2838116373,1307887730,89593409728,1.92064E+11,1344764099,2345738560,66352365135,1.89718E+11,4.785572724,0.239278636,0.689854418,0.034492721,1.799367203,54.48218067,5.542313625,1732960513,86648025.67,OK,10.65618427,2.485925149,114.6797915,8.148141602,OK,1.189353388,1.110054762,ok,B,B,ok,,
553,U-HiZ_z1_114,2,OK,0.832713052,52.6199016,2.1673918,0,-22.37,60.60388525,2.81533623,180.7123022,68.5835723,156.3483489,43.73562021,166.104549,12.77707149,13584088881,6259948793,75375453031,2.85772E+11,3815346130,11850096745,53804591655,2.73922E+11,16.63466113,0.831733056,2.397935446,0.119896772,1.267006548,76.78551944,11.87558996,16221169943,811058497.1,OK,10.65441609,2.485512659,189.8308356,11.78832729,OK,0.784651314,0.717824945,ok,X,B,ok,,
556,U-HiZ_z1_123,2,OK,0.838422724,48.52173944,2.2725632,1.363538,-22.61,28.57043162,3.695414164,243.0941034,84.72143414,218.570756,64.62834238,180.5196929,21.03195,16944565010,7808555304,47994956282,2.93018E+11,2899064405,14526631084,33906685622,2.78491E+11,8.640419715,0.432020986,1.245541977,0.062277099,5.839735644,166.8437679,21.97102916,18589255997,929462799.9,OK,7.628145047,2.49134174,197.0478862,24.93243341,OK,0.844326023,0.77751534,ok,X,B,ok,,
560,U-HiZ_z1_132,2,OK,0.841548603,30.15313943,2.4271846,0.94784594,-22.93,27.83701632,2.401124184,131.0937041,41.06816126,145.9343838,6.368597755,126.8480865,8.071087324,22752561881,10485051558,40781971828,3.13932E+11,3085044931,19548027605,28343554058,2.94384E+11,8.383939176,0.419196959,1.208569551,0.060428478,4.194284627,116.7563696,7.639687224,15597019966,779850998.3,OK,13.74436242,2.493827761,171.4946242,25.63571504,OK,1.005613508,0.979875656,ok,X,X,ok,,
563,U-HiZ_z1_139,1,OK,0.841690919,59.11697114,1.8334421,0.715982,-22.12,61.59796549,2.86707566,126.9125087,40.64051599,156.5537285,40.56762797,166.7108015,9.88922008,10790225304,4972454057,77726488183,2.64999E+11,3351899900,9348567584,55920743070,2.5565E+11,14.42011873,0.721005937,2.078702631,0.103935132,1.313864379,80.93137265,9.609034649,8524367870,426218393.5,OK,10.69138378,2.494136659,150.0384042,10.89429775,OK,0.895143959,0.84062325,ok,B,B,ok,,
567,U-HiZ_z1_148,2,OK,0.839186316,38.76937757,1.1460167,0.44753385,-22.01,31.04721835,3.532689995,142.1475157,47.43537624,136.4450341,39.78915314,125.6032222,26.20435045,9750575921,4493352959,74334851830,2.58313E+11,2953262939,8389877059,53670367587,2.49924E+11,11.86680576,0.593340288,1.710635038,0.085531752,3.597145311,111.6813559,14.4301946,3059621692,152981084.6,OK,7.629299181,2.491718678,136.960814,14.01182493,OK,0.979608271,0.91559374,ok,B,X,ok,,
570,U-HiZ_z1_201,1,OK,0.841968693,61.51661392,1.8338987,0.7161603,-19.35,39.84250762,3.009967226,114.7103965,45.22729705,134.7760163,44.04130648,139.9675258,15.83428715,841453872.4,387766761.5,2.41094E+11,1.48206E+11,1403887005,701006239.5,1.80218E+11,1.47505E+11,9.587446605,0.47937233,1.382058695,0.069102935,2.85161303,113.6154139,16.91118353,27619538.89,1380976.945,OK,10.69193496,2.494265238,113.2521351,10.62337997,OK,1.021072228,0.947430268,ok,B,B,ok,,
572,U-HiZ_z1_204,2,OK,0.839484702,56.23119525,1.8285182,0.7140592,-22.15,79.97421708,3.503355213,202.2760773,76.10223124,184.5064727,57.17800352,185.7828313,16.44082558,11092515006,5111758067,68752484859,2.66029E+11,3016819120,9550611724,49425312586,2.56478E+11,11.5837878,0.57918939,1.669837165,0.083491858,1.79852138,143.8353393,18.22266617,15327826601,766391330.1,OK,10.68163633,2.491862725,173.246503,9.553929049,OK,0.821362076,0.788240427,ok,B,B,ok,,
573,U-HiZ_z1_205,2,OK,0.843690839,50.20669396,2.4331105,0.9501601,-23.22,37.17383826,2.843311095,207.6810981,69.32715263,198.0191317,15.48790012,189.8669637,12.00718688,29718706930,13695256650,32021756284,3.33601E+11,2956609461,25435353847,21853493852,3.08165E+11,6.724551655,0.336227583,0.969363947,0.048468197,4.871463105,181.0909816,12.30601391,71443085117,3572154256,OK,10.69925956,2.495973956,183.4296746,26.79010608,OK,1.178100005,1.117053569,ok,B,B,ok,,
574,U-HiZ_z1_208,1,OK,0.836158015,66.44967323,4.9710264,1.941248,-22,63.78795472,2.869825442,177.7633166,22.2680487,216.8022294,6.932259084,205.3502079,9.253403295,9661180066,4452156712,78199961053,2.59762E+11,3068838162,8333008775,56489566084,2.51429E+11,12.88315836,0.644157918,1.857145262,0.092857263,2.209805921,140.959,7.476256844,8868365553,443418277.6,OK,10.66677257,2.488395239,205.6012368,9.147891524,OK,1.216907578,1.133802122,ok,X,X,ok,,
576,U-HiZ_z1_31,1,OK,0.835747551,68.84773244,2.957641,1.1549958,-21.5,48.33987797,3.101274486,97.20992813,32.17197145,120.708462,10.44362137,131.746655,12.64516528,6095792477,2809120957,1.20669E+11,2.36311E+11,3313860834,5293120296,88236634570,2.31018E+11,18.94655504,0.947327752,2.73120177,0.136560088,1.958733747,94.68495028,12.0571644,2555801245,127790062.3,OK,10.66723978,2.488504232,156.3189197,12.00391959,OK,1.042831338,0.96975097,ok,B,X,ok,,
577,U-HiZ_z1_33,1,F,0.838367625,56.32227249,1.8261697,0.7131421,-22.1,34.49842983,3.526351329,69.9739967,26.08465511,83.321781,26.07614575,91.67500058,10.02888648,10593277028,4881694483,38518915081,2.54428E+11,1628513044,8798169655,27737144389,2.4563E+11,3.542977279,0.177148864,0.510730621,0.025536531,1.396489875,48.17670796,6.169099349,16560757191,828037859.6,OK,7.609769216,2.485340219,84.49060824,10.78297359,OK,1.637351725,1.48574541,F,X,X,ok,,
578,U-HiZ_z1_34,1,OK,0.834663529,55.08156847,1.1398275,0.44511688,-22.51,62.72881462,4.866629584,219.0896461,85.64670519,236.2334411,77.53294709,269.1182882,56.0701324,15453621506,7121484565,65310309765,2.92645E+11,3657148296,13438342888,46355760504,2.79207E+11,14.31569798,0.715784899,2.063650071,0.103182504,3.346905036,209.9473856,31.14287847,15429728657,771486432.8,OK,7.616241877,2.487454181,177.2345288,15.42301848,OK,0.689525834,0.643664619,ok,B,B,ok,,
583,U-HiZ_z1_44,1,OK,0.833836328,52.75784901,3.4721093,1.3559021,-23.48,45.00202079,2.976291014,102.0095337,41.04026284,221.7322961,24.70134857,228.5992161,24.55773641,37759827560,17400842194,34802848093,3.66218E+11,3757795019,32751113056,23342145168,3.33467E+11,9.577541179,0.478877059,1.380630799,0.06903154,4.553917065,204.9354704,27.00554304,41387880319,2069394016,OK,13.32518567,3.10856244,242.3338082,29.17467947,OK,1.731008585,1.674264222,F,B,X,ok,,
584,U-HiZ_z1_49,2,OK,0.963470663,47.61673669,2.7786853,1.0851113,-22.01,30.89592631,3.225327395,168.7085956,71.68528644,150.6588727,21.75124643,115.4545099,11.9745545,9750575921,4493352959,50294356839,2.06811E+11,2455889583,8270161968,35968772373,1.98541E+11,7.600949836,0.380047492,1.095699329,0.054784966,2.640457541,81.5793816,13.68673288,5795061563,289753078.2,OK,7.94248835,2.594005833,88.43886755,10.67388867,OK,1.662731106,1.531885165,F,X,X,D,,
594,U-HiZ_z1_84,1,OK,0.840263632,53,2.1870446,0,-20.09,30.91615848,3.858331748,67.14211596,29.0663364,70.34171238,25.29964778,74.13318068,10.42577776,1663528425,766602961,1.83781E+11,1.73106E+11,1832748152,1403346581,1.36803E+11,1.71703E+11,11.44925207,0.572462603,1.650443442,0.082522172,1.574534369,48.67855409,8.15263833,53435022.9,2671751.145,OK,7.632472737,2.492755158,68.8948875,9.341727142,OK,0.822174102,0.7517934,ok,X,X,ok,,
598,U-HiZ_z1_96,2,OK,0.839854634,36.4288123,1.748568,1.0491409,-23.33,62.70174785,3.713699987,290.9685373,97.81258696,296.1956183,78.70316232,297.8309107,16.03415215,32887446455,15155505279,51449014748,3.55822E+11,5080006918,29048058508,34863915661,3.26774E+11,18.49810706,0.924905353,2.666556671,0.133327834,4.384512164,274.9165762,16.65778427,47183589205,2359179460,OK,7.631674641,2.4924945,323.9244953,43.51189009,OK,0.842861229,0.795120238,ok,B,B,ok,,
600,U-zuds_z1_100,1,OK,0.824522973,47.38433188,2.1460745,0,-21.56,19.01295537,4.135008556,139.0135206,52.23924846,139.5496936,55.01022718,119.3640531,21.36886752,6442137059,2968726755,1.41556E+11,2.46631E+11,3979133052,5655231402,1.03441E+11,2.40976E+11,26.60505032,1.330252516,3.835196444,0.191759822,5.800433917,110.2833912,21.84286581,185245431.2,9262271.558,OK,7.586186529,2.477638145,106.0000261,14.29817142,OK,0.791579837,0.752938139,ok,X,X,ok,,
603,U-zuds_z1_109,1,OK,0.807770533,45.98177576,1.1031102,0.43077832,-22.33,67.60480213,4.393928468,125.747688,45.03124772,137.2242882,41.58497551,160.4842041,31.29470903,13092728075,6033515242,1.79313E+11,3.10434E+11,8454001368,11982041899,1.28466E+11,2.98452E+11,82.09205873,4.104602936,11.8338123,0.591690615,1.733959977,117.2240212,17.0748019,1974289738,98714486.92,OK,7.534698687,2.460822287,156.4101423,15.58405243,OK,0.935398166,0.900652204,ok,B,B,ok,,
605,U-zuds_z1_113,2,OK,0.916177527,53,2.3846338,0,-20.6,24.52519206,4.216299092,181.6890744,67.40420003,201.348246,62.03456741,195.8841079,27.21123711,2660910828,1226226188,2.51122E+11,1.74722E+11,4139565159,2344240006,1.85701E+11,1.72377E+11,41.6944666,2.08472333,6.01038029,0.300519015,7.626316169,187.0368687,27.7094767,1135054476,56752723.82,OK,7.831716865,2.557828017,125.932101,16.04956392,OK,0.821513728,0.771151862,ok,X,X,ok,,
606,U-zuds_z1_118,2,OK,1.036549887,39.99826108,3.3151658,1.9890995,-22.52,39.03712475,3.203240034,137.9467742,47.2864544,192.0266335,14.84597967,285.464807,19.82915928,15596615395,7187380367,38827430492,2.08337E+11,3019813841,13343131161,26923020039,1.94994E+11,8.692848818,0.434642441,1.253099787,0.062654989,6.468584493,252.5149398,21.62212705,16797624998,839881249.9,OK,8.075448939,2.637430579,288.2097589,22.38839535,OK,0.651689136,0.619671909,ok,X,X,ok,,
613,U-zuds_z1_139,2,OK,0.899760924,38.75860247,1.9598911,0.76536196,-22.05,40.06955071,2.794999954,104.1181078,33.37818305,121.5002453,32.47645752,140.1000039,11.98928707,10116490353,4661977121,86703449987,2.38406E+11,3925300750,8833049365,62239209953,2.29573E+11,19.50554767,0.975277383,2.811782206,0.14058911,2.231301488,89.40724811,10.86636299,12202477881,610123894,OK,10.90817568,2.5447109,168.0314017,12.09875334,OK,0.808186974,0.784330235,ok,B,B,ok,,
618,U-zuds_z1_147,2,OK,0.882540585,40.72666228,3.6747413,1.4350324,-23.34,52.06637282,2.705631524,123.8872207,37.0434134,153.5871034,14.40706402,174.1983288,18.07495143,33191757252,15295740669,35384963682,3.26541E+11,3764254212,28762870916,23774969526,2.97778E+11,9.995549976,0.499777499,1.440887999,0.0720444,2.757405793,143.568118,20.93102866,33694484212,1684724211,OK,10.84892006,2.530887468,184.2068352,17.53340939,OK,1.743251126,1.703395136,F,X,X,ok,,
619,U-zuds_z1_188,1,OK,0.912776862,51.69232076,3.2073195,0.9621959,-22.03,26.28547852,2.63628951,95.32867615,32.72588308,113.9503197,9.336137538,118.1063469,10.16844228,9931856852,4576892559,91901574771,2.3314E+11,4191715406,8703017626,65947262680,2.24437E+11,22.19791372,1.109895686,3.19989471,0.159994735,3.428091201,90.10901762,10.35852555,4109819534,205490976.7,OK,10.95282107,2.555125988,121.0315202,12.22243524,OK,1.04721075,1.002027487,ok,B,B,ok,,
622,U-zuds_z1_220,2,OK,0.91429774,53,5.226306,3.1357837,-20.11,39.80663642,3.651804671,101.1755403,64.10460558,92.62584105,56.16819447,104.1364465,61.86477546,1694456443,780855503.6,1.66123E+11,1.5275E+11,1911985589,1429594275,1.23467E+11,1.51321E+11,11.50310209,0.575155105,1.658206082,0.082910304,1.096952768,43.666,5.486441515,50389471.05,2519473.552,OK,7.827128296,2.556329397,103.1116551,9.801780209,F,0.822246755,0.782030914,ok,X,X,ok,,
651,U-zudsp_z1_115,1,OK,0.826691341,61.35471368,1.800763,0.7032204,-22.56,62.00556943,2.375317042,161.7223961,51.0355235,175.0070997,45.23882541,184.2778166,9.710957671,16181916890,7457104558,81684353448,3.04316E+11,4672034351,14276907896,57903999322,2.90039E+11,22.72309483,1.136154741,3.275601115,0.163780056,2.340395574,145.1175603,9.969233227,29866897030,1493344851,OK,13.6668532,2.479764202,201.4095888,25.0226861,OK,0.856283923,0.815163469,ok,B,B,ok,,
652,U-zudsp_z1_120,2,OK,0.827709666,34.83673361,1.2405124,0.74430746,-21.49,38.01723133,3.424081108,251.5700612,83.48608539,245.7202081,71.06187413,236.379179,47.67032894,6039904642,2783366194,1.26081E+11,2.396E+11,3389677566,5253335817,92249092625,2.34346E+11,20.02789843,1.001394922,2.887080608,0.14435403,5.973415813,227.0927307,24.89236588,688792498.8,34439624.94,OK,10.63551946,2.481104364,217.1118249,12.20582971,OK,1.267582789,1.137454511,ok,B,B,ok,,
