KID,Name,Redshift,INC,Re,Re_err,Ve,Ve_err,Vopt,Vopt_err,Vout,Vout_err,Mstar,Mstar_err,MH2,MH2_err,MHI,MHI_err,Rot_Disp_ratio_int,log(Rgas),log(Rgas_err),Rout_Flag,Mstar_flag,Wiggle_Flag,Rgas_flag,,ve,,m,,,check HI,check H2,check star
241,E-zmus_z1_27,0.976141776,70.51634648,3.1889703,0.95669115,57.57269709,25.79826459,65.2815675,10.64641465,86.39726879,9.510169476,5.26E+09,2.42E+09,1.92E+09,4.41E+09,4.51E+10,1.70E+11,1.598398949,1.104575785,0.856673261,OK,OK,OK,ok,,1.760216575,,10.71808097,,,0,0,1
244,E-zmus_z1_35,0.804665061,51.84405423,3.724687,1.1174061,179.7234417,57.20130309,240.0086665,15.3915411,245.4480569,10.63816072,2.43E+10,1.12E+10,2.85E+09,2.08E+10,2.66E+10,3.18E+11,5.563393193,1.094647651,1.044000486,OK,OK,OK,ok,,2.254604727,,10.73026923,,,0,0,1
247,E-zmus_z1_41,0.981888476,54.95399283,5.368617,1.6105852,258.6813088,32.10523697,247.8131355,16.25441877,248.0302155,15.69287417,3.14E+10,1.45E+10,3.81E+09,2.72E+10,2.12E+10,2.48E+11,2.045307527,1.292265895,1.111568461,F,OK,OK,ok,,2.41276505,,10.75144314,,,0,0,1
249,E-zmus_z1_49,0.981514335,64.77094084,5.3665767,1.609973,155.5131071,11.36293147,159.1731209,9.522888718,148.6055254,9.49227797,1.93E+10,8.88E+09,4.53E+09,1.69E+10,3.73E+10,2.28E+11,1.491278339,1.69123263,1.594687022,OK,OK,OK,F,,2.191766999,,10.78589118,,,0,0,1
250,E-zmus_z1_50,0.908405849,52.83143497,3.6382983,1.0914896,44.06081485,15.08421067,49.63539679,6.589059342,51.52599798,6.517375645,1.81E+09,8.33E+08,1.32E+09,1.49E+09,8.15E+10,1.51E+11,2.282544629,1.367424126,1.197667368,OK,OK,OK,ok,,1.644052525,,10.92751658,,,0,0,1
253,E-zmus_z1_53,0.83216404,63.32656081,2.7186131,0.81558394,98.27578049,34.95883043,130.0782311,12.97469785,127.2270342,11.36625352,4.38E+09,2.02E+09,1.69E+09,3.66E+09,5.91E+10,2.10E+11,5.985975497,0.939415815,0.81186711,OK,OK,OK,ok,,1.992446502,,10.81381403,,,0,0,1
254,E-zmus_z1_55,0.885166989,49.39702816,3.5452166,1.063565,115.8955988,45.81576814,144.4104222,15.72636813,161.350538,15.23333949,1.14E+10,5.25E+09,2.59E+09,9.72E+09,3.83E+10,2.35E+11,2.74809671,1.278533821,1.159133001,OK,OK,OK,ok,,2.064066944,,10.71887275,,,0,0,1
256,E-zmus_z1_58,0.847670671,29.8411255,1.9201423,0.5760427,63.06431136,24.2572431,139.4482766,41.63651573,178.9696403,15.7233866,9.14E+09,4.21E+09,1.59E+09,7.58E+09,3.00E+10,2.34E+11,5.619776449,1.161270541,1.109432398,OK,OK,OK,ok,,1.799783658,,10.60975224,,,0,0,1
259,E-zmus_z1_65,0.841963839,67.63215663,3.3721917,1.0116575,213.4182949,75.61869102,216.4223321,23.0507533,195.1949554,18.22647631,1.05E+10,4.84E+09,3.19E+09,9.07E+09,5.44E+10,2.53E+11,7.693952639,1.350081276,1.105379792,OK,OK,OK,ok,,2.329231646,,10.83293552,,,0,0,1
263,E-zmus_z1_70,0.858493852,41.53770089,2.591769,0.7775307,186.3286437,79.59828378,146.7356321,17.87903523,156.7352796,19.81989626,2.94E+10,1.36E+10,3.59E+09,2.55E+10,2.61E+10,3.03E+11,3.088362723,1.031686238,0.968902845,OK,OK,OK,ok,,2.270279623,,10.77160216,,,0,0,1
273,E-zmus_z1_86,0.840728362,43.96297949,2.1174657,0.6352398,114.3568457,38.30822377,116.6888004,33.58882942,118.0331037,10.36448192,5.98E+09,2.76E+09,4.30E+09,5.28E+09,1.15E+11,2.32E+11,1.597204549,0.89076705,0.849412605,OK,OK,OK,ok,,2.058262168,,11.09862292,,,0,0,1
279,E-zmus_z1_97,0.977331529,49.99288305,2.8215117,0.8464536,221.4873682,75.94537577,235.6494203,34.08519121,224.7469329,18.86830415,1.49E+10,6.86E+09,7.68E+09,1.35E+10,7.83E+10,2.25E+11,1.807505688,0.787179619,0.744289521,OK,OK,OK,ok,,2.345348963,,11.00365033,,,0,0,1
283,E-zmvvd_z1_12,0.805490042,68.92554188,1.7065506,0.5119652,34.116144,13.74000461,36.41043136,16.11103138,39.65482827,11.39831483,3.54E+09,1.63E+09,1.26E+09,2.91E+09,5.46E+10,2.08E+11,2.520387171,1.547037313,1.325891355,OK,F,OK,F,,1.532959939,,10.77387868,,,0,0,1
287,E-zmvvd_z1_141,0.971498027,66.64880106,5.024217,1.5072652,166.7084957,14.04915837,121.8153485,14.09075328,72.96863485,9.312695096,2.34E+10,1.08E+10,3.47E+09,2.02E+10,2.49E+10,2.37E+11,2.421487198,1.551577684,1.338507018,F,OK,OK,F,,2.221957733,,10.71365175,,,0,0,1
292,E-zmvvd_z1_160,0.966156082,46.3740798,5.1014123,1.5304238,239.2605605,22.37750635,188.1793999,20.34010416,172.6611364,28.11742552,4.75E+10,2.19E+10,6.66E+09,4.24E+10,2.73E+10,2.86E+11,4.255429427,1.668060189,1.5422266,F,OK,OK,F,,2.378871116,,10.91140757,,,0,0,1
298,E-zmvvd_z1_19,0.98266015,65.81501748,4.895118,1.4685354,120.213305,11.66794729,117.6838179,16.59649772,116.9941691,15.92964206,1.59E+10,7.32E+09,3.00E+09,1.36E+10,2.88E+10,2.14E+11,2.92242229,0.911345682,0.787607752,OK,OK,OK,ok,,2.079952537,,10.67805837,,,0,0,1
301,E-zmvvd_z1_24,0.964414399,50.95129484,2.9115334,0.87346005,146.8334257,52.58250985,149.1330654,11.77146511,196.2931559,17.31332867,1.31E+10,6.03E+09,3.30E+09,1.13E+10,3.82E+10,2.14E+11,3.785981592,1.485828836,1.307929887,OK,OK,OK,ok,,2.166824931,,10.736962,,,0,0,1
311,E-zmvvd_z1_57,0.863711502,36.17210664,3.434882,1.0304646,153.4590426,130.8236788,83.18541066,50.27475947,28.5762668,21.57072493,7.75E+09,3.57E+09,2.01E+09,6.52E+09,4.20E+10,2.23E+11,1.093207013,1.538835539,1.335056323,OK,OK,F,ok,,2.185992484,,10.71379944,,,0,0,1
312,E-zmvvd_z1_58,0.834728629,53.59970013,1.2108119,0.36324358,124.7073717,44.47313899,121.8469233,36.54180661,117.0392388,21.98740002,7.89E+09,3.64E+09,3.36E+09,6.85E+09,7.28E+10,2.44E+11,1.66239943,0.84908741,0.787902728,F,OK,OK,ok,,2.095892126,,10.92458141,,,0,0,1
314,E-zmvvd_z1_64,0.904534471,44.94218651,3.6227987,1.0868396,185.307917,69.18265969,191.618786,19.59067331,164.6031344,17.14338403,1.41E+10,6.49E+09,3.63E+09,1.22E+10,4.38E+10,2.42E+11,3.379549462,1.462293973,1.33873865,OK,OK,OK,ok,,2.267893974,,10.7890763,,,0,0,1
317,E-zmvvd_z1_73,0.890048201,62.60214349,4.6029487,1.3808848,303.8649975,110.9787948,290.9624089,11.67569407,219.4613651,23.77859812,5.31E+10,2.45E+10,7.68E+09,4.79E+10,3.29E+10,3.36E+11,1.112973192,0.971271183,0.930615215,OK,OK,OK,ok,,2.482680676,,10.97156386,,,0,0,1
318,E-zmvvd_z1_77,0.837461575,25.14918081,3.148276,0.94448286,196.556202,67.74291866,193.9472945,14.02731744,194.8947461,16.48011019,2.56E+10,1.18E+10,3.83E+09,2.23E+10,3.22E+10,3.08E+11,1.441725054,0.850683304,0.825144104,OK,OK,OK,ok,,2.293486752,,10.79043099,,,0,0,1
319,E-zmvvd_z1_83,0.832684902,64.24092749,1.4549465,0.43648398,75.4554975,27.62246526,71.31467832,23.15201581,66.03394077,15.65888563,1.89E+09,8.72E+08,1.78E+09,1.59E+09,1.21E+11,1.78E+11,1.678472718,0.967701489,0.887353474,OK,OK,OK,ok,,1.877690887,,11.09650832,,,0,1,1
323,S-CFHIZELS-SM14-104965,0.807194469,49.81161384,2.9492457,1.3595351,219.2665558,82.03528818,226.6715058,29.24716663,211.5170467,19.69718249,1.27E+10,5.87E+09,2.39E+09,1.08E+10,3.71E+10,2.76E+11,3.596298108,1.136344262,1.102415689,OK,OK,OK,ok,,2.340972395,,10.71789971,,,0,0,1
324,S-CFHIZELS-SM14-107086,0.8063155,63.50791386,3.730886,1.7198534,105.5843218,35.01801586,161.0194355,5.757127883,182.0859657,7.976386724,2.30E+10,1.06E+10,2.12E+09,1.93E+10,2.06E+10,3.08E+11,4.059446329,1.684705997,1.574230471,OK,OK,OK,F,,2.023599435,,10.65992908,,,0,0,1
328,S-CFHIZELS-SM14-117442,0.807887161,25.82869051,2.0932713,0.9649504,163.0175424,51.23632829,169.7053155,59.84278626,179.2403725,29.28372002,1.04E+10,4.79E+09,2.02E+09,8.76E+09,3.68E+10,2.62E+11,6.597526729,1.070236163,1.046191521,OK,OK,OK,ok,,2.212234342,,10.69235857,,,0,0,1
330,S-CFHIZELS-SM14-118544,0.804719591,61.86129435,2.9401493,1.3553419,134.7910399,43.15804034,140.3346916,9.358491956,134.2493183,10.09987168,7.75E+09,3.57E+09,2.39E+09,6.60E+09,5.56E+10,2.52E+11,1.170644849,0.917446349,0.871035915,OK,OK,OK,ok,,2.129661024,,10.81795144,,,0,0,1
331,S-CFHIZELS-SM14-138499,0.82198695,59.53808681,2.1297607,0.98177123,208.5154132,84.06422991,201.3045081,65.12847656,180.0034517,20.58237463,1.08E+10,4.97E+09,4.63E+09,9.53E+09,8.00E+10,2.70E+11,1.502973854,0.968357832,0.920772638,OK,OK,OK,ok,,2.319138163,,10.97946606,,,0,0,1
332,S-CFHIZELS-SM14-139428,0.807658416,72.98894461,3.7371938,1.7227613,254.5506976,81.13298051,253.9529825,27.8862788,237.0421412,22.60307232,3.92E+09,1.81E+09,2.09E+09,3.32E+09,8.34E+10,2.17E+11,10.49815758,1.11446557,1.005089671,OK,OK,OK,ok,,2.405774292,,10.95147011,,,0,0,1
333,S-CFHIZELS-SM14-145965,0.819211657,60.86420827,4.7825093,2.869506,189.0170937,15.03907325,204.8042214,10.30378614,200.5189343,10.7197301,1.08E+10,4.97E+09,2.88E+09,9.27E+09,5.00E+10,2.64E+11,2.897308079,0.959865352,0.918136168,OK,OK,OK,ok,,2.276501081,,10.80357776,,,0,0,1
334,S-CFHIZELS-SM14-148830,0.813597442,41.8173038,2.1080093,0.9717443,128.984487,40.52228871,148.1553839,9.741823027,155.6539732,13.7316433,1.22E+10,5.60E+09,3.15E+09,1.05E+10,5.03E+10,2.75E+11,2.164139969,1.714473061,1.640674755,OK,OK,OK,F,,2.110537481,,10.81691593,,,0,0,1
336,S-CFHIZELS-SM14-159913,0.8176444,53,2.9499652,1.7699791,124.3385679,55.28161127,128.0091626,20.40058734,135.5816621,12.60727798,2.61E+09,1.20E+09,2.01E+09,2.21E+09,1.09E+11,1.97E+11,4.454098718,1.444254209,1.336926721,OK,OK,OK,ok,,2.094605861,,11.05471014,,,0,0,1
337,S-CFHIZELS-SM14-164290,0.816475812,36.76463939,2.7790155,0,110.7828523,39.90029991,98.31473729,11.27042811,59.82240371,9.05873118,9.84E+09,4.53E+09,2.51E+09,8.39E+09,4.72E+10,2.59E+11,1.036992075,0.783876852,0.733571853,OK,F,OK,ok,,2.044472543,,10.77520118,,,0,0,1
338,S-CFHIZELS-SM14-172833,0.804706513,54.7054101,5.205981,3.1235888,335.2331766,21.63569812,264.765051,27.30338451,265.4278538,29.58238737,5.26E+09,2.42E+09,1.29E+09,4.33E+09,4.09E+10,2.25E+11,4.883008623,1.689360518,1.587341356,F,OK,OK,F,,2.525346992,,10.6758034,,,0,0,1
345,S-CFHIZELS-SM14-216212,0.811673944,53,2.7626717,0,37.42133712,15.63736986,71.65243962,10.7755975,76.77489603,12.00252064,2.09E+09,9.65E+08,1.43E+09,1.74E+09,9.34E+10,1.87E+11,1.518828793,0.987207747,0.930616098,OK,OK,OK,ok,,1.573119301,,10.98645271,,,0,0,1
346,S-CFHIZELS-SM14-228100,0.816892455,53,2.1381419,1.2828851,94.28618062,34.00149193,101.6820015,10.48402027,112.366126,10.17193352,1.95E+09,8.97E+08,1.81E+09,1.64E+09,1.24E+11,1.85E+11,1.003338166,0.773633089,0.740807558,OK,OK,OK,ok,,1.974448044,,11.10760765,,,0,1,1
363,S-CFHT-NBJ-2048,0.815117006,53,2.6084435,1.5650661,124.8383215,44.54443564,110.1022323,15.82992628,95.60899047,10.44523454,1.36E+09,6.26E+08,1.13E+09,1.12E+09,1.04E+11,1.68E+11,2.343340638,0.734964313,0.68582706,OK,OK,OK,ok,,2.096347921,,11.02670923,,,0,1,1
364,S-CFHT-NBJ-956,0.808736768,64.3962938,3.7420652,1.7250068,78.10860326,7.93383894,126.2961587,8.915085441,162.9949141,11.37110906,7.19E+09,3.32E+09,1.56E+09,5.98E+09,3.81E+10,2.40E+11,5.048685209,1.343593208,1.253431345,OK,OK,OK,ok,,1.892698872,,10.67065773,,,0,0,1
367,S-NBJ-CFHT-1713,0.761876155,69.31746139,2.7834086,1.283088,126.7876781,46.67106723,159.1759379,18.65309604,206.3832158,10.10464017,1.03E+10,4.75E+09,1.83E+09,8.64E+09,3.66E+10,2.84E+11,4.422952897,1.68860791,1.581611557,OK,OK,OK,F,,2.103077048,,10.6876271,,,0,0,1
371,S-NBJ-CFHT-1739,0.803848966,40.61038013,2.082567,0.960016,183.6907046,53.78975612,175.5390493,6.204441583,189.1826675,13.95113638,2.71E+10,1.25E+10,4.12E+09,2.37E+10,3.53E+10,3.32E+11,7.150933344,1.261982721,1.178813831,OK,OK,OK,ok,,2.26408718,,10.82267938,,,0,0,1
373,S-NBJ-CFHT-1745,0.817216932,49.86172185,2.1171663,0.9759654,160.1986012,50.02817802,176.4436495,7.209180542,216.6705567,6.497572976,4.98E+09,2.29E+09,2.34E+09,4.24E+09,7.58E+10,2.25E+11,2.408717098,0.976883858,0.942272153,OK,OK,OK,ok,,2.20465872,,10.91982074,,,0,0,1
374,S-NBJ-CFHT-1759,0.803153784,27.09851391,3.1302242,1.8781346,306.0160359,99.35643546,323.5779468,22.10691866,339.176508,21.24938614,2.17E+10,1.00E+10,5.27E+09,1.93E+10,5.38E+10,3.23E+11,10.4590659,1.144802495,1.093974556,OK,OK,OK,ok,,2.485744185,,10.90752221,,,0,0,1
375,S-NBJ-CFHT-1770,0.772521049,62.19503048,2.0013447,0.9225744,126.2987489,56.54508639,145.4426121,46.46316632,149.8327844,13.24743261,5.46E+09,2.52E+09,2.45E+09,4.67E+09,7.99E+10,2.50E+11,2.22903374,1.252408394,1.1349405,OK,OK,OK,ok,,2.101399049,,10.94364366,,,0,0,1
376,S-NBJ-CFHT-1774,0.812180396,53,2.7643955,0,146.6565151,59.00753725,138.9429876,22.76109162,125.7815701,16.71614402,5.88E+09,2.71E+09,2.75E+09,5.05E+09,7.88E+10,2.37E+11,7.286185175,0.600399678,0.564224588,OK,OK,OK,ok,,2.166301361,,10.94183241,,,0,0,1
377,S-NBJ-CFHT-1787,0.81309285,66.09752325,3.762009,1.7342005,159.2649795,5.032773954,189.4143639,9.818035271,183.5571038,14.39817159,1.82E+10,8.41E+09,3.05E+09,1.57E+10,3.52E+10,2.97E+11,5.970987237,1.695223773,1.598766339,OK,OK,OK,F,,2.20212029,,10.75230998,,,0,0,1
380,S-NBJ-CFHT-1793,0.815569884,74.29584392,4.528201,2.0873976,139.9468296,50.27365708,153.3369853,14.16666115,166.5683,11.93511775,7.47E+09,3.44E+09,2.23E+09,6.33E+09,5.24E+10,2.44E+11,2.03155191,1.102185313,0.818651628,OK,OK,OK,ok,,2.145963064,,10.79330344,,,0,0,1
381,S-NBJ-CFHT-1795,0.808946386,34.31392773,7.21296,4.327776,103.0600238,11.04221963,104.3353614,12.23394628,104.3353614,12.23394628,5.56E+09,2.56E+09,1.91E+09,4.68E+09,5.73E+10,2.31E+11,2.540303627,0.831727749,0.800042369,F,OK,OK,ok,,2.013090238,,10.81147916,,,0,0,1
385,S-NBJ-CFHT-C343,0.809067506,67.81526681,2.0962715,0.96633345,109.3363259,36.96662281,132.9945331,10.4156849,162.5991097,10.99631268,1.07E+10,4.93E+09,1.80E+09,8.94E+09,3.20E+10,2.61E+11,3.149525276,1.535233844,1.406455084,OK,OK,OK,ok,,2.038764476,,10.64828252,,,0,0,1
387,S-zvipe_z1_1055,0.968142356,42.77213059,2.4854577,1.4912746,174.5308209,59.31897238,168.2909997,40.98620507,141.481571,8.106764231,7.13E+09,3.29E+09,3.82E+09,6.21E+09,7.12E+10,1.90E+11,1.948505761,1.603590009,1.442577643,OK,OK,OK,F,,2.241872131,,10.91469665,,,0,0,1
388,S-zvipe_z1_1056,0.84007594,69.07205679,3.0692112,1.4148365,145.6917231,48.2536594,162.7766307,11.73653615,163.4279321,13.71460414,1.88E+10,8.64E+09,3.08E+09,1.61E+10,3.31E+10,2.84E+11,2.449515633,0.978161322,0.859908769,OK,OK,OK,ok,,2.16343488,,10.73964539,,,0,0,1
395,S-zvipe_z1_1066,0.97405976,48.52964008,1.2744509,0.5874928,201.4610368,74.45892588,224.3558723,65.56831038,262.2952728,41.29821739,1.36E+10,6.26E+09,4.60E+09,1.19E+10,5.08E+10,2.16E+11,2.59627069,0.818203828,0.783477579,OK,OK,OK,ok,,2.304191065,,10.83886028,,,0,0,1
397,S-zvipe_z1_1069,0.815069608,52.80865119,2.111762,0.97347414,134.006884,41.39529473,181.8432524,14.02579876,187.6320087,21.24963265,2.02E+10,9.30E+09,2.89E+09,1.73E+10,3.06E+10,3.01E+11,5.064928217,1.257188073,1.188974604,OK,OK,OK,ok,,2.127127109,,10.72994588,,,0,0,1
398,S-zvipe_z1_1070,0.799530419,33.50997729,5.798157,3.4788947,220.4942154,12.72880661,256.7566091,23.30362485,260.9363724,28.16605,6.75E+09,3.11E+09,2.16E+09,5.72E+09,5.68E+10,2.46E+11,4.091303436,0.817112079,0.789969041,F,OK,OK,ok,,2.3433972,,10.81744407,,,0,0,1
407,S-zvipe_z1_1168,0.89917577,53,2.29,1.3740001,58.11409857,23.28495806,77.16210393,25.46211489,97.87247258,10.15838901,1.33E+09,6.15E+08,1.03E+09,1.09E+09,8.31E+10,1.43E+11,2.656167523,1.156424638,1.112311405,OK,OK,OK,ok,,1.764281506,,10.93156855,,,0,0,1
409,S-zvipe_z1_1172,0.808350852,37.64579253,3.7403374,1.7242104,124.6906992,41.94746106,102.9307168,7.190630035,94.89894389,8.136415446,1.06E+10,4.88E+09,2.21E+09,8.97E+09,3.97E+10,2.64E+11,1.374512305,0.917309826,0.888045154,OK,OK,OK,ok,,2.09583406,,10.72054802,,,0,0,1
411,S-zvipe_z1_1282,0.815467097,43.41418944,2.7290645,1.6374388,203.5742313,72.46130458,279.2834497,36.33532302,259.1618708,27.53284913,1.93E+10,8.88E+09,2.41E+09,1.64E+10,2.65E+10,2.95E+11,3.906185166,0.882762944,0.819865355,OK,OK,OK,ok,,2.308722804,,10.68313607,,,0,0,1
414,S-zvipe_z1_1304,0.973408141,32.59165253,1.2737037,0.58714837,275.2272103,78.88961465,274.7182895,63.79820308,274.3723232,7.559517111,3.00E+10,1.38E+10,6.85E+09,2.69E+10,4.02E+10,2.58E+11,1.809590876,0.933989513,0.922072802,OK,OK,OK,ok,,2.439691368,,10.88655422,,,0,0,1
415,S-zvipe_z1_1306,0.821404557,53.96410473,3.0010967,1.3834373,49.88285197,45.28727959,92.74775981,55.07425134,72.42104671,42.99834395,7.06E+09,3.26E+09,1.41E+09,5.83E+09,3.43E+10,2.32E+11,1.315527983,1.740212676,1.695871508,OK,OK,F,F,,1.697951276,,10.63076035,,,0,0,1
417,S-zvipe_z1_1315,0.819721297,65.99039215,2.99501,1.3806314,201.6153007,79.93156517,190.2065049,25.86305758,186.6689276,17.29281384,1.23E+10,5.66E+09,2.48E+09,1.05E+10,3.89E+10,2.68E+11,5.05780591,1.29467768,1.181379088,OK,OK,OK,ok,,2.304523488,,10.72928407,,,0,0,1
419,S-zvipe_z1_1318,0.924631082,49.12205749,3.1471405,0,186.4438182,67.65163571,204.2896941,17.03780789,193.510562,9.964842537,1.38E+10,6.38E+09,2.63E+09,1.18E+10,3.12E+10,2.28E+11,2.1892197,1.296440596,1.178831977,OK,OK,OK,ok,,2.270547988,,10.67781938,,,0,0,1
420,S-zvipe_z1_1320,0.924574822,53,6.1699443,3.7019665,115.2040065,14.31773342,129.940216,12.29539903,129.940216,12.29539903,1.48E+10,6.80E+09,2.93E+09,1.26E+10,3.29E+10,2.33E+11,3.568126186,1.335755285,1.157558816,OK,OK,OK,ok,,2.061467583,,10.70372374,,,0,0,1
421,S-zvipe_z1_1322,0.841009956,27.75858042,2.5947118,1.5568272,67.943908,26.33711938,84.65145536,8.038647641,67.71740128,7.806817401,2.13E+10,9.83E+09,3.58E+09,1.85E+10,3.47E+10,2.94E+11,1.772154308,0.870570981,0.860145551,OK,F,OK,ok,,1.832150523,,10.77543987,,,0,0,1
426,S-zvipe_z1_1530,0.818540738,52.04532436,2.990567,1.3785833,89.07963437,30.79749832,95.58894443,8.20627858,83.54032433,7.534786456,1.05E+10,4.84E+09,2.51E+09,8.95E+09,4.46E+10,2.61E+11,1.235278518,0.903749957,0.864057124,OK,F,OK,ok,,1.949778426,,10.76071355,,,0,0,1
427,S-zvipe_z1_1531,0.927871857,44.99473003,1.214008,0.55963004,341.5206953,99.07943651,339.5371925,81.03166884,335.9985308,45.69819877,9.31E+10,4.29E+10,8.53E+09,8.42E+10,2.18E+10,3.53E+11,1.898646748,0.856767508,0.818627779,OK,F,OK,ok,,2.533417026,,11.09149877,,,0,0,1
428,S-zvipe_z1_1532,0.862062274,53,2.934177,0,179.0323841,58.89765971,137.108598,16.13713843,127.4925381,12.67198472,5.88E+09,2.71E+09,2.51E+09,5.01E+09,6.56E+10,2.15E+11,4.208756379,0.958400356,0.905243016,OK,OK,OK,ok,,2.252931595,,10.86892087,,,0,0,1
431,S-zvipe_z1_1538,0.855393115,53,2.8297935,1.6978761,170.0630438,64.21611573,169.4293951,19.05897096,173.0499796,12.94036763,7.82E+09,3.60E+09,2.07E+09,6.59E+09,4.36E+10,2.28E+11,12.17317385,1.038558967,1.015200215,OK,OK,OK,ok,,2.230609948,,10.72810576,,,0,0,1
433,S-zvipe_z1_1540,0.853700713,59.75629639,2.2117953,1.0195873,165.6818745,58.35293179,170.3401795,49.47205366,191.2429628,14.30476904,8.34E+09,3.84E+09,2.21E+09,7.05E+09,4.44E+10,2.32E+11,3.089273534,1.327152201,1.22078235,OK,OK,OK,ok,,2.219275,,10.7395891,,,0,0,1
435,S-zvipe_z1_1542,0.815544471,56.91490233,2.112905,0.9740011,172.1029007,54.82620679,182.4601476,49.02454544,185.5619112,16.21929393,4.03E+10,1.86E+10,5.24E+09,3.56E+10,3.20E+10,3.56E+11,1.920037515,0.917096868,0.853714193,OK,OK,OK,ok,,2.23578819,,10.88925895,,,0,0,1
436,S-zvipe_z1_1543,0.842992417,40.79667368,2.1840549,1.0067996,210.4636399,62.85768984,231.9291336,9.892990639,191.6964994,11.59528649,3.14E+10,1.45E+10,5.06E+09,2.77E+10,3.58E+10,3.22E+11,1.092170033,1.018605554,0.989580221,OK,OK,OK,ok,,2.323177077,,10.85891164,,,0,0,1
443,S-zvipe_z1_1575,0.993940046,35.49682653,1.3005438,0.59952104,222.7468163,63.19071043,224.4590983,52.70743373,227.2150651,31.03866213,3.03E+10,1.39E+10,5.83E+09,2.69E+10,3.28E+10,2.48E+11,1.437802795,1.017157535,0.98288061,F,OK,OK,ok,,2.347811505,,10.83807046,,,0,0,1
445,S-zvipe_z1_1577,0.842758327,55.73647229,2.1835556,1.0065694,75.26858684,27.92860889,62.14507919,20.63409718,126.2461792,10.94602158,1.42E+10,6.55E+09,2.75E+09,1.22E+10,3.67E+10,2.66E+11,2.490369166,1.736943123,1.688042495,OK,OK,OK,F,,1.876613762,,10.72958326,,,0,0,1
448,S-zvipe_z1_1580,0.842900447,38.10333512,2.4587634,1.4752581,191.5127092,69.01219266,186.4980145,18.66574922,179.905345,15.55331199,1.40E+10,6.44E+09,3.03E+09,1.20E+10,4.10E+10,2.67E+11,12.51910347,0.711326464,0.693714551,OK,OK,OK,ok,,2.2821976,,10.76336381,,,0,0,1
454,S-zvipe_z1_1991,0.823963682,33.47790276,3.542403,2.125442,192.0776225,61.65223837,201.8204853,16.0165542,196.4169992,16.46078511,2.30E+10,1.06E+10,5.34E+09,2.04E+10,5.03E+10,3.15E+11,2.208226034,0.732548379,0.704470958,OK,OK,OK,ok,,2.283476772,,10.89536266,,,0,0,1
459,S-zvipe_z1_2064,0.874803565,63.74808812,2.2665305,1.044819,178.3292306,54.06062769,194.1457134,49.50450189,191.6029272,12.45455742,3.88E+10,1.79E+10,7.41E+09,3.50E+10,4.19E+10,3.24E+11,2.656804223,1.135299031,1.000569533,OK,OK,OK,ok,,2.251222536,,10.94491233,,,0,0,1
460,S-zvipe_z1_2065,0.873381686,74.97109656,4.849398,2.2354622,98.32241361,6.673315209,95.85915988,7.053177604,92.50296989,8.634707844,1.55E+10,7.12E+09,2.66E+09,1.32E+10,3.15E+10,2.55E+11,1.81064611,1.470998298,1.198839652,F,OK,OK,ok,,1.992652531,,10.69568457,,,0,0,1
474,S-zvipe_z1_2323,0.895426648,45.300774,3.2715826,1.5081251,116.708712,37.68344347,100.6063885,7.67193556,98.67852717,6.697996162,1.33E+10,6.15E+09,2.88E+09,1.14E+10,3.68E+10,2.40E+11,2.302603656,1.416746648,1.311265133,OK,OK,OK,ok,,2.067103276,,10.72461059,,,0,0,1
483,S-zvipe_z1_2597,0.914207164,53,5.341929,3.2051578,164.0707595,14.8359989,165.3119284,12.22064446,182.6788261,11.98412228,4.80E+09,2.21E+09,3.84E+09,4.20E+09,1.08E+11,1.93E+11,3.765130288,1.189854549,1.12678191,OK,OK,OK,ok,,2.215031188,,11.06588288,,,0,0,1
487,S-zvipe_z1_2602,0.927589741,35.3645853,3.1572108,0,174.5303123,67.54547179,173.0751046,18.23173118,165.4619227,13.31209747,4.42E+10,2.04E+10,7.12E+09,3.96E+10,3.31E+10,3.02E+11,2.294902304,0.814737262,0.773035495,OK,F,OK,ok,,2.241870866,,10.92609585,,,0,0,1
488,S-zvipe_z1_2603,0.819440994,54.78006024,2.123207,0.97875017,169.2728849,66.76167091,166.8923847,47.89591693,155.0884411,14.10795723,5.72E+09,2.63E+09,1.82E+09,4.80E+09,5.27E+10,2.27E+11,3.887986393,1.063074306,1.009471775,OK,OK,OK,ok,,2.228587396,,10.77974727,,,0,0,1
495,S-zvipe_z1_2612,0.961952948,27.68777914,1.258795,0.58027583,114.0135932,45.89390497,102.2675105,35.78515665,82.44882139,20.10271895,2.61E+10,1.20E+10,3.92E+09,2.27E+10,2.62E+10,2.48E+11,1.325804435,0.855470705,0.828097383,OK,F,OK,ok,,2.056956633,,10.749762,,,0,0,1
500,S-zvipe_z1_2740,0.824578614,46.69409449,1.2762972,0.76577836,196.7749824,82.58317384,176.8727881,62.92889884,146.7185174,33.38531893,1.60E+10,7.39E+09,3.80E+09,1.40E+10,4.76E+10,2.87E+11,2.427804722,0.832126246,0.803103802,OK,F,OK,ok,,2.293969882,,10.82882147,,,0,0,1
506,S-zvipe_z1_3488,0.969577476,41.29472093,1.2687074,0.5848452,165.4332853,61.56812544,160.9360415,51.49725771,153.4344832,33.15267578,2.19E+10,1.01E+10,4.34E+09,1.92E+10,3.29E+10,2.38E+11,3.10268697,1.283298588,1.202842414,OK,F,OK,ok,,2.218622894,,10.77194863,,,0,0,1
