# slope intercept sigma lnLike
3.519174913125426851e+00 1.362113381443989635e+00 4.049861650595971974e-02 -7.143322272333674228e+00
3.588113881132499738e+00 1.252571916153067955e+00 6.578523115240773877e-02 -5.475148881679109181e+00
3.437906370816535606e+00 1.606724158545872250e+00 1.198189442326030030e-01 -5.341932844862948393e+00
3.460962186343783831e+00 1.507894285735828621e+00 1.264456487759557379e-01 -5.836711289829393579e+00
3.456527885526366806e+00 1.542693222683555465e+00 9.779159583843000103e-02 -4.409919020296802827e+00
3.511346258351483396e+00 1.467089004402873265e+00 1.307252132267138489e-01 -8.234101697464671687e+00
3.419328266619480416e+00 1.644791106866544839e+00 4.484854683744866205e-02 -7.423044420292468359e+00
3.532143123285923725e+00 1.365386441095586267e+00 8.992304805037019955e-02 -4.064663993111335749e+00
3.516945957215276142e+00 1.392768162114192521e+00 1.128298415696267071e-01 -4.488157310706101022e+00
3.611810565788758254e+00 1.160176317059423035e+00 6.483932653167835680e-02 -5.145631717274503636e+00
3.534030817511350619e+00 1.318748436670988289e+00 8.979209755328655673e-02 -5.913429873180653829e+00
3.639854551489544399e+00 1.104981136300269950e+00 1.012910091156659365e-01 -5.350595752262687910e+00
3.557869758706122099e+00 1.298352032028874836e+00 6.321271339083034402e-02 -4.629496385356917543e+00
3.448729953050436503e+00 1.554056597327448719e+00 9.454989621634075914e-02 -4.613031816680614128e+00
3.551044937175350746e+00 1.328129277230144956e+00 6.042787186786416354e-02 -4.859180169011970918e+00
3.636051772834708817e+00 1.115318727528769926e+00 5.005780553062163379e-02 -5.886300750793103553e+00
3.518991829702424745e+00 1.417822274285258644e+00 6.571124512381770755e-02 -5.215360655732061090e+00
3.549640021144188307e+00 1.327961753526458510e+00 3.807327838638670248e-02 -5.893165259308867476e+00
3.609666095648848216e+00 1.137917463492398307e+00 1.390302993735118009e-01 -7.916195832290371825e+00
3.526504964407511267e+00 1.367161617452973044e+00 1.009704630577785422e-01 -4.245102858173728677e+00
3.550794664969335379e+00 1.286037771316539402e+00 7.365134473443438190e-02 -5.574309066779314037e+00
3.350427585301765099e+00 1.827922073896234068e+00 5.877870394349168914e-02 -9.537521301718127731e+00
3.431236311163874397e+00 1.590652363018820514e+00 7.742035477592994208e-02 -5.406772981546403400e+00
3.466950344458440636e+00 1.520484255443355304e+00 9.306705815617354050e-02 -4.298195634159633016e+00
3.554539180542053423e+00 1.258700707471806846e+00 1.318684698647864806e-01 -7.861280820378806489e+00
3.596509539498335073e+00 1.211226556781777264e+00 7.504804763013062097e-02 -4.602931903811336767e+00
3.634227728669113588e+00 1.144077879252590968e+00 7.713041140293255826e-02 -5.981388000325245535e+00
3.421331457924024821e+00 1.640353441851807759e+00 1.007459429048186278e-01 -4.978192187387733725e+00
3.458882198856424672e+00 1.554695297131781340e+00 1.139435333848442117e-01 -4.904292622411974278e+00
3.471819300659380492e+00 1.484521653913762451e+00 9.176014323069739409e-02 -4.950804316337049649e+00
3.588513773255801897e+00 1.218884916133482488e+00 7.270512665386591467e-02 -4.635518498084898908e+00
3.531821762424996347e+00 1.346051539211147396e+00 1.097624118365184143e-01 -4.698103735563975647e+00
3.625951939906666421e+00 1.170934563362292957e+00 1.231824223931478612e-01 -7.185920956768061529e+00
3.583091888526778845e+00 1.234233512032074653e+00 1.178578912931955019e-01 -5.100015292142385803e+00
3.421879641427390428e+00 1.659213538931208598e+00 9.639434349609857233e-02 -5.903732378967482930e+00
3.608497773591390789e+00 1.191342165360669059e+00 7.422967889371424877e-02 -4.933087596476519288e+00
3.627301304150321482e+00 1.146627959435048361e+00 9.429862350865397813e-02 -5.186493439899479974e+00
3.563766576770152739e+00 1.300019786148501888e+00 9.014273922456647603e-02 -4.390210153952669891e+00
3.498795370134009985e+00 1.415641721194892177e+00 1.309359093859532308e-01 -5.998890117242515529e+00
3.459558952835697809e+00 1.547507141327226332e+00 1.032780732441483940e-01 -4.513312221518095413e+00
3.500368786008649202e+00 1.455004216832690211e+00 5.128824924218991499e-02 -5.681399143955509601e+00
3.616441103327769913e+00 1.201633650441194412e+00 8.479553293158741123e-02 -6.789175081512065724e+00
3.581753861039036035e+00 1.220009092967619724e+00 5.839848779075293428e-02 -5.614817023113063854e+00
3.575915790545618478e+00 1.246373510100508675e+00 9.791504354642358021e-02 -4.502582401777941890e+00
3.638230322230848746e+00 1.117134914613763019e+00 7.559887520701506769e-02 -5.307327640486896314e+00
3.604305129978041755e+00 1.152152054135212822e+00 1.306324951350468777e-01 -7.235547729245945803e+00
3.469922676717078769e+00 1.518173070853360729e+00 1.076528302966253264e-01 -4.442707937762728321e+00
3.508007568657609543e+00 1.413694024294685381e+00 9.263210688578797647e-02 -4.138827111087490351e+00
3.510392618071617843e+00 1.428512650578022569e+00 1.220223803790283224e-01 -5.013968569769365224e+00
3.472315030799774327e+00 1.488872623824603503e+00 5.653377729621207604e-02 -5.825298400427074696e+00
3.527275816397982044e+00 1.404155201830046273e+00 6.210238077968538439e-02 -5.775085951668305739e+00
3.501263244575929079e+00 1.434914127501907721e+00 8.103596593479905907e-02 -4.195573311313438580e+00
3.548855058806748453e+00 1.349449082795913801e+00 9.407797727876816840e-02 -4.928670718295756537e+00
3.482247752521470563e+00 1.477648113719752576e+00 5.624317746144681662e-02 -5.304860663063116988e+00
3.534885587323846057e+00 1.364519790739041616e+00 7.399665269223047737e-02 -4.332620286057758285e+00
3.358098085905460106e+00 1.822060522192663790e+00 1.202747324884715363e-01 -8.032000138714813886e+00
3.502980297131522924e+00 1.434075361500558365e+00 7.683490949001346715e-02 -4.264583344070608462e+00
3.452910804636929676e+00 1.516863836545952360e+00 1.073060542835038711e-01 -6.059309619804024827e+00
3.654145662735015510e+00 1.071944499825400410e+00 1.269639395933068460e-02 -7.656805080268919816e+00
3.695293145213895958e+00 9.882055432141944040e-01 8.771645443879459714e-02 -6.836828104596619937e+00
3.586222339290972005e+00 1.228577783810101298e+00 1.325516785471368419e-01 -5.962621664232598206e+00
3.555539757295304248e+00 1.288094187463804996e+00 6.287011704077061225e-02 -5.065873760346727650e+00
3.438723444479002023e+00 1.571929591483191224e+00 7.631742162513327488e-02 -5.340864725704714822e+00
3.489044810222517778e+00 1.461722487561679884e+00 6.559598315778181199e-02 -4.775849474293387686e+00
3.558394407714801755e+00 1.295321889062202692e+00 6.023289971765451167e-02 -4.757209430600301658e+00
3.448556688490419742e+00 1.555663313773047340e+00 3.648386490851787678e-02 -7.186594550212418220e+00
3.505665963910446603e+00 1.431059341542290309e+00 6.441830723873134823e-02 -4.678400909372878225e+00
3.582737142287231169e+00 1.255283549747013838e+00 1.079489919364939876e-01 -4.905842743070760292e+00
3.547831965454403935e+00 1.312601460993064517e+00 1.077048882169119870e-01 -4.545193959291448316e+00
3.532280509233921784e+00 1.327419451084541402e+00 1.124365638306216580e-01 -5.739623758953061206e+00
3.554223039233399994e+00 1.303353324269629132e+00 7.993165923496417524e-02 -4.245598592154610884e+00
3.583517671649018244e+00 1.219796889334546774e+00 6.149350623096239143e-02 -5.292824503820453330e+00
3.539571748769168469e+00 1.340932693767143968e+00 6.122461536775444108e-02 -4.692981115869962139e+00
3.543640368573039545e+00 1.283373974805718909e+00 1.001830883005463968e-01 -7.157467155529655400e+00
3.529850075566554946e+00 1.323637232937871833e+00 7.652985128406475379e-02 -6.707339028869885311e+00
3.627433736536543663e+00 1.156611871808819414e+00 5.848023823310131986e-02 -6.139885293500801922e+00
3.456755212039098524e+00 1.558158091002744161e+00 9.209250766498996987e-02 -4.602240094301532025e+00
3.433178928926126972e+00 1.602946977815256524e+00 1.262727523719601452e-01 -5.376825634371979135e+00
3.541835650504557620e+00 1.327427286046987565e+00 1.030695719777076080e-01 -4.394488074676486278e+00
3.527758966996260792e+00 1.389411907912589283e+00 4.540901421138572591e-02 -5.847020353232367462e+00
3.519264596732888606e+00 1.385348569328702650e+00 1.278071729200727646e-01 -5.210940600242604859e+00
3.620334805126669053e+00 1.166543769033145272e+00 6.347205191291976911e-02 -5.495136984536646452e+00
3.542492280099128088e+00 1.349376560068422437e+00 1.204751062162097153e-01 -5.002710656915143161e+00
3.431657109830821284e+00 1.616061691078156670e+00 1.224535248053402331e-01 -5.346931946750673958e+00
3.539591558474070254e+00 1.368386952908370535e+00 9.722103252188023237e-02 -4.726511344141103521e+00
3.600451752886227208e+00 1.159244500232851527e+00 8.899906504884308456e-02 -6.288636340006359404e+00
3.500587131917021644e+00 1.422112485927403025e+00 1.334706173176424815e-01 -5.710051726268147831e+00
3.359574526044729392e+00 1.768807390188520401e+00 7.582897508120137187e-02 -7.134739106327925739e+00
3.376474825037077743e+00 1.721217434636620247e+00 9.854237181917464838e-02 -6.124254899650649620e+00
3.525716585760727551e+00 1.376016167892911479e+00 6.018768989084791188e-02 -4.746811211764696559e+00
3.585323703172405008e+00 1.257832068981539209e+00 9.173415636000556428e-02 -4.986734565883768511e+00
3.383375316619768203e+00 1.695125622527681841e+00 1.014100576672528620e-01 -6.415065568724016565e+00
3.405411125975267961e+00 1.682896218299893665e+00 1.214357308366781352e-01 -5.738742119033888756e+00
3.445625251751541107e+00 1.534857556910905974e+00 9.921168521600630397e-02 -6.085215998376839686e+00
3.644851803897585896e+00 1.064187688173581892e+00 1.440756451189811882e-01 -8.271931276716534498e+00
3.513115524365734821e+00 1.406337964830445264e+00 9.444535392496909709e-02 -4.075665673639409015e+00
3.552856449814326467e+00 1.316353251644831079e+00 1.137760473182253818e-01 -4.638914627811511870e+00
3.537534328730318922e+00 1.389239358560685256e+00 5.869050831265301693e-02 -6.806536305779611773e+00
3.521441872361588121e+00 1.378027437140301403e+00 6.576257517485527282e-02 -4.681792823041054596e+00
3.455609906200462156e+00 1.551321993373310670e+00 6.038136367563199519e-02 -5.449131770638347305e+00
3.596674892938002355e+00 1.206413284807543285e+00 7.092032695778327511e-02 -4.672681117859035282e+00
3.491021957801268893e+00 1.492833273193610477e+00 1.273709907453876855e-01 -6.086329392458523557e+00
3.561719820219127808e+00 1.323591482748423420e+00 1.222726081012130150e-01 -6.152171799466144009e+00
3.551900652525899815e+00 1.306975722113663974e+00 4.226092041857607007e-02 -5.645703589954712776e+00
3.533163676195848701e+00 1.347835691493271204e+00 9.657813598132208854e-02 -4.283847878714799329e+00
3.614121427145363885e+00 1.158778265242756067e+00 6.938200820049346407e-02 -4.970896715392415288e+00
3.465480687011500471e+00 1.522755128565408400e+00 1.033782745723439422e-01 -4.370338059868778657e+00
3.511074256015566331e+00 1.423238977760826529e+00 8.203768298254592028e-02 -4.229178648060926804e+00
